,Total Current Assets,Total Current Liabilities,Total Debt,"Total Assets, Reported",Net Income - Actual,Revenue Per Share,Total Revenue,Total Equity,Total CO2 Equivalent Emissions To Revenues USD in million,Company Market Capitalization,"Property Plant And Equipment, Total - Gross",P/E (Daily Time Series Ratio),returns_yearly,Current Ratio,Debt-to-Equity Ratio,Return on Assets,Revenue Per Employee,Return on Equity,Asset Turnover Ratio,Net Income Margin,RIC,Year,ESG Score
10,-0.5697822068689488,-0.6000581443849483,-0.7911913641438314,-0.6591290965506583,-0.4254306753638938,-0.28811351548467423,-0.5839610298416353,-0.4421143933424106,-0.3154500857829382,-0.550446521581136,-0.5675691617948534,-0.0034245496097835594,-0.5598759702465753,0.02591217844316894,-1.0796120502554656,0.3354552003245783,-0.39448384265199576,-0.2074527075146663,-0.1952476768635015,0.13018518829296816,IPN.PA,2012,42.5493968
11,-0.5794340447722321,-0.5340619891704905,-0.791256429920442,-0.6687337809666279,-0.3605607917781152,-0.23561864998249996,-0.5582590178183027,-0.4854804973453386,-0.5539684325621581,-0.34680478718932606,-0.5514100178855021,0.7005253260047507,1.0283021670177381,-0.34659023423639196,-1.0771422544215956,0.6304129641787675,-0.5994649108782281,0.06652778313956072,-0.04572688995902295,0.21204774366686602,IPN.PA,2013,43.38695012
12,-0.565664279464126,-0.5744536951492611,-0.7896418029946811,-0.6529705508724154,-0.30508550050166866,-0.20350685052940315,-0.5417324014326739,-0.4258575863610729,-0.5413291973260247,-0.30021491181863036,-0.5372967763873607,-0.03873182244621915,0.38004514807209927,-0.10028835384371897,-1.0769074344567922,0.751824778890403,-0.6150152788378769,0.0503518598938322,-0.04379695013502358,0.2936967942049321,IPN.PA,2014,46.72959981
13,-0.5731508746628916,-0.5886832176826027,-0.7980188930197479,-0.6666775530501271,-0.33319268547706027,-0.2588913979072055,-0.5741764800265053,-0.44514067862898227,-0.5483316361011525,-0.1306860387296607,-0.5519905323473926,0.9284061335648701,0.8049869998266167,-0.05657334236113468,-1.0958186482769647,0.7239641487674633,-0.7374272898313949,0.02974365694292777,-0.12321070135166072,0.3496852768095289,IPN.PA,2015,52.62090208
14,-0.5391936154689886,-0.5853032992264399,-0.7955601820707069,-0.6611074107855713,-0.20398986690453558,-0.24516328313194966,-0.5657138453691466,-0.429027684172498,-0.5573230583823404,-0.057343939178749026,-0.5501655717577072,0.07471267664823988,-0.0231750587516831,0.08015809253006578,-1.0904971452082433,1.1797964702562835,-0.7571314241524302,0.30387128186692264,-0.11022212190614004,0.663365159734313,IPN.PA,2016,50.73200436
15,-0.4254878275661498,-0.5248342466468129,-0.6544708035798994,-0.584175143276356,-0.12555527388752236,-0.20189092622512553,-0.5428124345976522,-0.3873722405272676,-0.5857919149321461,0.5005275635829006,-0.5471446893739486,1.0969341373980268,0.8683110978017592,0.21544993867236448,-0.7865924921483648,0.9854098308204268,-0.8599450566589985,0.36610230599123406,-0.2931555817064642,0.7535893087278636,IPN.PA,2017,62.29068211
16,-0.3673108284926842,-0.15777392626052603,-0.6008792836982558,-0.38673582253721833,0.3405328828584322,0.07260120624673194,-0.4008297712289668,-0.22185109150119547,-0.5948272128389969,0.6200007441070868,-0.5044666566327223,0.28078267626529696,0.023062942032399204,-0.7049585946595313,-0.7668790210056031,1.2709119217385338,-0.8107889440518331,0.8176780387844822,-0.3599783595114692,1.0989348405279318,IPN.PA,2018,64.48114132
17,-0.2962338015267732,-0.17796301480658708,-0.6240340439657829,-0.35403985093999235,0.6165090514444854,0.18786504674167462,-0.3402742599417545,-0.10565824034843656,-0.5945082986123336,0.138119334894808,-0.4992216628291018,-0.5187395632291028,-1.4302534354169294,-0.5227498679882854,-0.8464770222725402,1.7094256697636385,-0.6633400651491627,0.9539350107464113,-0.2819959692937466,1.322840989888857,IPN.PA,2019,69.98973854
18,-0.220508485951225,0.18125167823765267,-0.27347757477503376,-0.18833828984116627,0.7622291771016177,0.32672626446252473,-0.26993128187309,-0.16694135046061395,-0.6103467196595193,0.07165035416023294,-0.4415531493939533,-0.3515749028967283,-0.494327871277123,-0.8817850045935165,-0.274601392061477,1.3455954848248761,-0.5882732653920394,1.3655001519234276,-0.4171536766569675,1.2724046791616757,IPN.PA,2020,71.70211015
19,-0.008637269643300622,0.0814791899457717,-0.3072262492222724,-0.11205518699111491,1.1082589378239684,0.4312952140613645,-0.21326506247569316,0.09695078889959087,-0.6122936847638679,0.17297221357077758,-0.4058543644688392,-0.9064905721045902,0.1959871743571068,-0.44672803803602845,-0.5198911127065353,1.6428251621893306,-0.5951955491807008,1.1340177327892156,-0.4218091737347419,1.549911365629945,IPN.PA,2021,69.28031541
20,-0.5410607217188708,-0.6242985117855179,-0.5041584882032895,-0.7400820837149522,-0.45755755266798936,-0.867053140852141,-0.6762013395309038,-0.6999012047173772,-0.37206085830230573,-0.4344398120814787,-0.6011824926157349,-0.25217142252867725,-0.2418933242630608,0.333890371349754,0.27041250962107893,0.6552462596187957,-0.6876508664725465,0.6750056317461409,-0.29025078029329066,0.48101096538996474,GRLS.MC,2009,34.35739208
