Total Current Assets,Total Current Liabilities,Total Debt,"Total Assets, Reported",Net Income - Actual,Total Revenue,Total Equity,"Property Plant And Equipment, Total - Gross",Total CO2 Equivalent Emissions To Revenues USD in million,Company Market Capitalization,Revenue Per Share,P/E (Daily Time Series Ratio),returns_yearly,RIC,Year,ESG Score
3563.3,3310.1,7904.5,17437.8,923.6,9034.0,4526.0,6068.2,66.73311821,14242.82301,21.20159587,32.27269244,18.956948252,CAG,2015,74.51560594
2013.2,1720.5,2996.4,10096.3,758.64,7826.9,3990.8,4301.8,79.37108297,15092.89414,17.95160551,27.19384367,-1.3861493339999995,CAG,2017,71.86542775
1938.9,2336.2,3815.8,10389.5,858.2,7938.3,3676.2,4008.5,90.78967653,10373.31282,19.48527246,14.6500048,-45.737806782,CAG,2018,70.73826875
2733.8,2142.6,10677.3,22213.8,894.2,9538.4,7384.6,5010.1,81.57470364,16668.50496,21.40574506,23.92598597,57.046802024,CAG,2019,70.11882011
2885.9,3287.4,9747.4,22304.0,1115.3,11054.4,7876.1,5399.2,88.98452571,17715.87374,22.62464183,17.81896988,12.561395666999998,CAG,2020,70.61912719
2702.1,3306.2,9005.7,22195.6,1289.1,11184.7,8551.8,5813.2,78.20533,16381.67751,22.92886429,13.78667194,-3.2140019629999985,CAG,2021,73.00225139
,,,,,,,,,,,,0.0,FILA.MI,2009,
,,,,,,,,,,,,0.0,FILA.MI,2010,
,,,,,,,,,,,,0.0,FILA.MI,2011,
,,,,,,,,,,,,0.0,FILA.MI,2012,
,,,,,,,,,175.8502009,,,1.291989664,FILA.MI,2013,
180.6065646,69.98986997,58.37617176,180.6065646,,0.0,110.6166946,,,151.7066451,0.0,,-1.637541452999999,FILA.MI,2014,
244.0633884,148.6953366,109.6703563,322.3879514,,282.5681969,133.71197,95.42974657,,390.1794708,20.80120882,,32.393680352,FILA.MI,2015,
252.1920917,157.7980257,76.07323986,417.512842,27.81079687,299.0117397,203.9074293,118.0819061,,494.9130056,7.331434256,16.11149773,24.69396642,FILA.MI,2016,
374.1452902,201.1974348,280.7916316,715.4131623,30.47857853,444.2903701,225.484651,207.9646762,,820.7603985,10.32917058,36.39387196,39.683254793,FILA.MI,2017,
669.4949078,235.1018442,692.7573631,1324.723598,31.16106578,675.2305257,359.8025048,270.7553445,84.21673079,689.2500934,13.27345593,32.2907063,9.594499272999998,FILA.MI,2019,48.44528711
573.0623501,247.5315562,655.2574939,1290.247293,46.92858386,765.2915723,371.2429657,378.6326032,72.30844158,484.332039,14.66808932,33.55164465,-22.650063054999997,FILA.MI,2020,49.39264601
622.6502198,283.9484612,734.5078163,1393.90938,10.26904492,741.7953102,376.1687836,413.7652662,61.57356251,472.9958405,14.65147056,16.72315607,9.725297684000001,FILA.MI,2021,64.24371325
685.6,1092.8,2086.1,5439.2,183.9,1852.1,1911.5,5625.4,,3195.980717,18.78359465,52.23435637,70.887488668,KSU,2009,33.01943297
613.8,410.8,1980.0,5454.3,57.0,1480.2,2043.0,5777.5,,4910.950208,15.80582815,31.87224464,41.766924544000005,KSU,2010,32.03676116
576.2,421.1,1639.7,5640.9,215.017,1814.8,2431.1,6059.6,,7470.472825,16.87652277,25.82602653,39.736316912,KSU,2011,33.2648338
642.5,437.4,1639.1,6145.1,309.875,2098.3,2764.5,6615.6,,9186.502755,19.10498042,24.11357761,23.956562482000002,KSU,2012,29.91106036
522.3,424.8,1607.8,6395.9,,2238.6,3096.6,7281.4,,13647.21465,20.33611919,41.47922354,42.482559444,KSU,2013,29.82653553
942.4,730.6,2188.9,7435.4,439.6,2369.3,3370.6,8073.7,,13467.27449,21.47272068,28.35394685,2.4169833320000005,KSU,2014,30.10726918
818.3,898.8,2315.9,8091.0,532.8,2577.1,3755.5,9035.0,,8149.218946,23.33632157,16.98856281,-42.339913042999996,KSU,2015,43.06332402
537.0,757.6,2401.1,8341.0,494.0,2418.8,3914.3,9813.7,,9128.082986,22.00609562,18.81733546,16.738918195,KSU,2016,40.86260575
648.0,744.4,2478.2,8817.5,483.3,2334.2,4089.9,10461.8,602.4346671,10894.80719,21.66089773,20.65725487,24.477535887000002,KSU,2017,50.4083225
680.1,971.7,2619.4,9198.7,551.2,2582.9,4548.9,10904.6,592.3574277,9707.020743,24.58968012,16.79254478,-6.176802675000001,KSU,2018,53.05989198
635.4,447.0,2689.4,9469.8,610.3,2714.0,4813.0,11220.4,526.8975682,15181.15916,26.53759656,26.9042069,50.785473276,KSU,2019,51.10931241
728.6,491.3,3246.0,9786.8,688.6,2866.0,4422.5,11654.4,502.4424285,19106.8842,28.73269372,33.78550598,35.047810507,KSU,2020,64.33642728
625.8,476.4,3770.8,9964.0,656.6,2632.6,4057.2,11973.0,467.2187191,26773.93477,27.91284525,,32.546562761000004,KSU,2021,64.23823599
413.2371787,835.1080639,1156.191317,1849.422261,60.52182703,1085.471716,255.4021191,1448.957703,,1919.575731,3.682272544,33.64355514,22.322574652999997,NOS.LS,2009,31.07785786
624.7568717,779.5891599,1387.586869,2117.596189,59.85743048,1178.259463,258.2389624,1761.829568,,1401.696538,3.994080648,30.01328021,-10.134687352,NOS.LS,2010,20.60580444
710.8904822,533.403371,1425.486161,2208.163053,48.66113158,1166.944445,321.4403585,1940.788054,,929.091048,3.789989401,22.15014786,-30.367261502,NOS.LS,2011,24.43069655
780.2925566,951.1145631,1501.589644,2216.29644,45.56779876,1106.573463,287.0278317,,25.10720364,1211.23282,3.580672843,24.78097622,36.62104352309006,NOS.LS,2012,34.27704483
628.1586447,757.7409225,1329.061115,2045.84125,48.10711852,1038.543646,277.0912497,2209.812381,27.97870087,3823.668048,3.362887438,51.55623449,67.392286384,NOS.LS,2013,44.40962138
625.1766226,1047.678478,1569.219562,4027.095417,86.90884167,1361.105919,1444.041565,3858.410534,,3263.031495,3.582736206,60.21851639,2.2814844180000033,NOS.LS,2014,41.45282552
566.1017359,1333.067199,1354.907155,3575.795077,84.86707566,1674.147463,1270.563116,3681.910119,,4053.886643,3.258248536,43.39701743,36.881325063,NOS.LS,2015,41.93477507
506.4693042,827.7809754,1256.984611,3232.473583,89.84540506,1568.515763,1144.744301,3499.96742,28.18015353,3053.490181,3.051794954,32.91686128,-17.848844115000002,NOS.LS,2016,50.79236199
556.8113961,799.8812027,1258.089781,3135.66127,96.00475776,1592.692389,1097.6209,3433.849874,27.52261897,3387.19488,3.106776739,23.9963224,2.827758523000001,NOS.LS,2017,51.51852144
666.0164825,903.3264956,1397.2889,3606.236729,153.0398323,1869.747244,1318.730581,3569.311788,31.86798977,3128.474524,3.64532133,19.12449886,4.256772704000001,NOS.LS,2018,59.76842521
607.9869713,964.4864208,1488.009221,3508.120011,158.9105907,1807.689926,1200.012616,4004.167814,28.97384937,2771.982405,3.523137146,16.44624135,-1.847564083,NOS.LS,2019,69.87325624
620.8483734,832.3554469,1524.704616,3461.847858,155.5912171,1634.872094,1126.919714,4198.223214,41.05097041,1798.157333,3.185872029,18.72870249,-36.647388069,NOS.LS,2020,64.4336989
751.3128969,889.8216903,1869.369809,3874.747191,109.7105787,1670.598437,1159.683683,4624.587201,32.00887496,1997.021924,3.259683914,13.17161729,30.445210843,NOS.LS,2021,65.08969469
,,,,,,,,,,,,0.0,SAEG.DE,2009,
,,,,,,,,,,,,0.0,SAEG.DE,2010,
,,,,,,,,,,,,0.0,SAEG.DE,2011,
,,,,,,,,,,,,0.0,SAEG.DE,2012,
,,,,,,,,,,,,0.0,SAEG.DE,2013,
,,,,,,,,,,,,0.0,SAEG.DE,2014,
,,,,,,,,,,,,0.0,SAEG.DE,2015,
29.03856387,17.10124781,24.1135522,46.45040779,,136.3777544,2.670474908,6.702794279,,257.4502796,27.27555087,,-4.80765787,SAEG.DE,2016,
100.4720353,21.87867956,0.670731707,126.5254415,-11.66034743,186.4917998,98.02880572,7.464255677,,668.3558686,31.11380643,,70.84819473499999,SAEG.DE,2017,
114.3844244,49.77387507,13.018078,357.2509927,-26.33863608,340.6772951,286.6640275,14.04253788,,519.2150516,35.86711072,,-14.974355115000003,SAEG.DE,2018,25.12488969
156.786173,61.56298743,101.734104,402.4520598,-38.17295898,618.9902743,245.4078356,20.42045142,1.368103758,655.778695,51.38503305,,19.452380485,SAEG.DE,2019,30.82308966
310.3163166,91.1260381,46.69394235,655.7266732,-20.22917797,1182.2936,519.2208109,108.511236,3.562557555,2321.410853,82.22128727,,-4.376968867,SAEG.DE,2021,56.88830307
1344.655177,576.6598698,178.3469735,1380.827351,52.39727921,1343.53789,507.9467054,16.20066479,2.753318847,1947.168968,15.92320821,25.28913916,32.373405684000005,JM.ST,2010,32.31402462
1441.771737,545.6198396,115.0555903,1474.410564,92.34356782,1361.590509,584.6672032,15.49971683,3.982654749,1358.256853,16.08079889,9.882704649,-20.836617451,JM.ST,2011,47.9620194
1594.268126,596.7072215,124.7132611,1640.001161,156.1493159,1742.35605,667.55713,11.32437063,3.734599723,1490.178434,20.60481153,9.293442035,10.839575084,JM.ST,2012,48.07438089
1739.143816,697.8426123,134.9521435,1778.229157,166.0090236,1920.413628,675.9917521,12.31034377,3.562304694,2255.571637,23.05450902,15.24024163,53.77042887224838,JM.ST,2013,55.92490038
1695.589355,640.0795439,127.8605497,1732.254105,167.5119818,1957.990896,692.1248466,10.87513788,3.501258479,2478.617726,24.78979719,14.95731758,38.580311466,JM.ST,2014,59.77148571
1558.591495,627.5415304,132.5123469,1587.454301,152.9150551,1823.616189,594.5737926,11.67340132,4.216356409,2258.808014,23.82492765,15.73922343,6.624017613,JM.ST,2015,62.10235867
1392.647842,569.7034275,159.1191618,1417.391819,122.5291736,1650.269342,535.2512875,10.89208548,3.736188764,2111.130821,21.7580215,14.13567997,11.666665273000001,JM.ST,2016,76.96297414
1548.360179,709.2899415,282.3984101,1573.613536,164.8617888,1729.525566,543.6059598,10.65032884,2.944917626,1619.305114,23.78145157,6.257832754,-26.959154518000002,JM.ST,2017,77.10259753
2304.644159,1215.967421,552.8122219,2330.126681,286.3995305,2106.270651,736.7984686,12.80222393,3.230554793,1342.946555,29.73110012,7.345170805,0.3160762340000002,JM.ST,2018,76.7759424
2308.300574,1147.485428,577.6964439,2332.474809,158.654854,1771.271068,750.5309295,13.32971849,2.790309808,2065.001699,25.35261461,13.07305974,57.473430139,JM.ST,2019,76.50787491
2408.993805,1125.293741,713.4159368,2453.749199,158.5273371,1666.844691,761.1621448,34.39436018,2.237372235,2467.046013,23.81698012,14.95552199,22.148927329000003,JM.ST,2020,71.93797299
2757.583873,1300.45771,932.4633588,2810.537079,183.3277743,1983.128013,924.9160053,33.59789648,2.4027493,3160.377798,28.30556407,16.48409503,12.498796085,JM.ST,2021,70.9515633
875.904,378.969,485.957,2346.974,59.135,1999.859,1247.443,1679.392,118.9583271,2109.90814,27.34962118,,28.147974226000002,KMT,2009,25.09619717
915.931,393.005,337.668,2267.823,90.172,1884.067,1315.5,1623.62,,3239.428175,23.06361856,35.70652961,51.857685112,KMT,2010,27.8712425
1287.585,841.521,312.882,2754.469,247.81,2403.493,1638.072,1770.277,,2901.801778,28.89751482,11.35032152,-3.146608907,KMT,2011,34.92732976
1282.962,578.622,565.745,3034.188,314.291,2736.246,1643.85,1775.393,,3185.25588,33.59871806,11.55568395,15.485171945999998,KMT,2012,31.55302037
1499.473,467.593,747.945,3301.039,203.265,2589.373,1781.826,1848.157,,4083.269207,32.12143353,21.39145081,30.415711203999997,KMT,2013,35.54666789
1525.196,562.756,1061.783,3868.086,199.016,2837.19,1929.256,2075.998,,2831.204885,35.61311459,17.85108633,-32.705137838999995,KMT,2014,39.11332257
1258.546,482.744,751.587,2849.529,160.009,2647.195,1345.807,1974.804,,1528.476998,33.36435936,,-47.237536090999996,KMT,2015,32.68178526
1075.341,427.275,695.443,2362.783,88.975,2098.436,964.323,1865.251,,2498.734808,26.28466212,,59.206892094,KMT,2016,28.7072972
1113.901,461.478,695.916,2415.496,123.082,2058.368,1017.294,1927.778,,3923.541087,25.35904101,35.9666263,49.304066454,KMT,2017,28.06678684
1546.166,886.531,991.705,2925.737,219.435,2367.853,1194.325,2054.196,89.532585,2732.380685,28.61315465,9.069133064,-26.959689375,KMT,2018,28.04777585
1190.827,461.726,592.631,2656.269,251.883,2375.234,1335.172,2156.013,88.41234169,3056.591336,28.51729479,16.98739645,21.461117116000004,KMT,2019,32.55568343
1440.812,898.08,1094.451,3037.591,78.851,1885.305,1229.885,2322.258,100.2490313,3017.9234,22.70166291,,17.725127533000006,KMT,2020,49.05044082
1004.807,437.394,600.473,2665.761,87.838,1841.441,1329.608,2423.382,92.86210792,3003.692884,21.83535508,27.06103994,-3.108065573,KMT,2021,54.39227664
1351.777303,811.2075593,159.9614207,1684.900966,213.4592195,2947.723683,557.4467788,265.7329364,60.9153777,1652.037114,49.9726495,11.0401952,57.247467824000005,KCRA.HE,2009,19.60724797
1107.601787,685.586669,93.73532612,1518.068201,87.3482393,2396.764588,576.2841436,322.6922636,76.2080495,2483.630472,40.56404261,29.30146146,57.227370298,KCRA.HE,2010,44.92469205
1110.676209,750.7297171,111.1444051,1572.417898,108.221568,2073.276704,602.6259113,334.0779881,51.37853487,1162.256594,34.97784364,11.38808825,-64.353523866,KCRA.HE,2011,41.6988488
1294.201942,956.6291262,382.2640777,1873.772168,98.84981926,2460.168285,556.4789644,396.6588997,39.44057213,2085.812882,41.44348716,17.07112678,72.90797449,KCRA.HE,2012,57.36244155
1448.819137,1010.687144,432.9704982,2079.704982,121.522356,2865.067553,602.2720076,464.5397931,22.97395344,2205.212644,49.81253461,29.77640291,8.708015805,KCRA.HE,2013,57.56795462
1373.605575,1042.756412,439.8383594,2037.068752,94.29085644,2885.866069,602.2225582,493.1302746,26.71390233,1788.87618,49.86205348,20.10790053,-2.547026411000002,KCRA.HE,2014,59.8486191
1181.878667,880.1790359,299.643138,1787.213452,87.14493148,2433.194218,543.2770822,424.0004839,27.15402438,1546.18961,41.92704652,27.25022973,5.963669617000001,KCRA.HE,2015,58.78575024
1063.411562,912.0231101,308.5327049,1612.601948,94.93038438,2309.053985,495.1075683,390.6343328,24.96553768,2193.99766,39.44269046,49.30460066,50.468792827,KCRA.HE,2016,59.85745501
1059.503785,910.6391926,340.3069807,1608.389403,100.0171152,2227.081581,468.2506308,18.29268293,25.43572,3529.433629,37.90906212,13.32396618,17.532360136,KCRA.HE,2017,61.68450199
1863.341371,1476.589772,910.1378342,4274.061012,104.0824823,3762.430873,1507.779417,597.1617423,23.56528645,2325.660686,48.06805505,24.23474428,-31.075618466999998,KCRA.HE,2018,71.61167536
1876.892375,1450.362419,890.448665,4090.971649,175.9976413,3619.712818,1451.624002,567.942013,22.04075453,2364.190572,45.92903044,28.08146255,15.340670242999998,KCRA.HE,2019,79.16375507
2093.693249,1534.762236,1159.339058,4320.561397,200.4940983,3729.45766,1387.238527,716.20743,18.18467223,2803.263647,47.30653077,20.20386387,27.998091255000002,KCRA.HE,2020,76.19475607
2413.043478,1755.373718,1429.897411,4905.349292,209.4547716,3882.388862,1516.853933,861.0161212,18.85958857,3153.949698,49.09568858,20.93779403,24.421209719,KCRA.HE,2021,77.83529887
,,,,,,,,,,,,0.0,SGH.O,2009,
,,,,,,,,,,,,0.0,SGH.O,2010,
,,,,,,,,,,,,0.0,SGH.O,2011,
381.379,189.644,262.155,722.057,,490.442,233.676,61.036,,,11.84174849,,0.0,SGH.O,2012,
433.749,245.121,255.451,680.211,,529.832,155.743,66.435,,,12.79282216,,0.0,SGH.O,2013,
433.749,245.121,255.451,680.211,,529.832,155.743,66.435,,,12.79282216,,0.0,SGH.O,2014,
411.103,313.029,246.999,564.707,,643.469,8.639,108.443,,,15.53659364,,0.0,SGH.O,2015,
411.103,313.029,246.999,564.707,,643.469,8.639,108.443,,,15.53659364,,0.0,SGH.O,2016,
346.989,239.874,177.291,480.028,36.562,761.291,82.396,137.754,,733.0050941,24.11438074,61.33964325,102.44826908900001,SGH.O,2017,
522.049,295.785,211.599,672.762,146.983,1288.821,187.128,142.47,6.324782508,678.5063307,27.87363208,5.753940577,8.229204896,SGH.O,2018,30.07058549
472.26,237.9,206.504,704.137,78.328,1211.999,273.46,175.437,5.151219603,904.4287822,25.82237515,43.26111745,52.611749677000006,SGH.O,2019,29.73844894
556.71,282.489,195.573,786.608,63.68,1122.377,282.104,187.282,8.11881858,932.1917338,23.38870134,,7.373637610999996,SGH.O,2020,35.78355465
1353.497828,933.436691,1039.183279,3707.127291,74.28967429,1309.473315,1177.692296,515.2769449,,,5.491068413,2.388752452,99.98109026,MRON.L,2009,13.30223673
945.1731714,674.4313776,757.9477901,3303.017576,119.0993393,2097.60274,1230.292065,546.6528819,,,5.464579121,2.339527943,64.73439788,MRON.L,2010,6.947459671
1050.743289,705.3831875,753.583852,3344.096589,204.4453084,1615.112234,1375.044847,573.4163196,,,4.056695231,1.305157669,18.037691162,MRON.L,2011,10.8954971
962.2345466,612.0768669,755.4644172,2767.550605,219.759461,1678.395551,1007.13054,456.1060105,,,3.602008182,2.096037954,20.722408774,MRON.L,2012,30.73195581
1213.224947,868.1975464,564.8913097,6088.144236,277.7359753,2427.774375,3619.145378,550.9842552,65.55228184,,3.448774762,4.701778222,-8.526210795,MRON.L,2014,31.29502283
776.1547326,703.8963466,890.4600243,4958.576011,235.5077994,505.0300558,2446.662722,433.5503161,60.617057,566.9605158,0.706402589,,13.139652321000003,MRON.L,2015,37.5305471
856.1236623,630.7426224,794.6438223,4250.621554,267.1461957,2826.991677,2547.292185,448.6001513,5.420641887,9248.240928,1.637097366,,-20.719135664,MRON.L,2018,51.77224368
5634.791039,4838.750829,4985.456958,25309.99643,705.2296903,10399.55095,10507.98592,,70.72964191,14085.35849,2.918677714,,45.42808115,MRON.L,2019,52.4379082
5194.908512,4622.11615,5741.18271,24184.56643,905.4873309,14541.23575,9977.45956,5489.260143,85.76456328,10771.27484,3.325836241,,9.595137277999996,MRON.L,2020,61.24046086
4327.494975,4598.219779,4985.164828,22806.5138,166.7268736,9751.562137,9681.82999,6001.066492,77.68032895,9458.857779,2.230353687,,-1.4927202599999996,MRON.L,2021,59.62570593
,,,,,,,,,,,,0.0,MMHM.L,2009,
,,,,,,,,,,,,0.0,MMHM.L,2010,
,,,,,,,,,,,,0.0,MMHM.L,2011,
255.7455107,252.4416998,77.35760137,395.2563582,,1291.032746,90.9173641,225.6033152,,,16.71537107,,0.0,MMHM.L,2012,
354.8567077,352.3683383,86.31314051,509.8210295,,1557.101704,100.4635685,243.7045744,,,20.16024214,,0.0,MMHM.L,2013,
354.8567077,352.3683383,86.31314051,509.8210295,,1557.101704,100.4635685,243.7045744,,,20.16024214,,0.0,MMHM.L,2014,
370.6637182,391.5205407,83.38835768,549.9330364,,1691.03778,102.9682001,246.3029869,,210.0172511,21.89435092,7.984938977,15.317198485999999,MMHM.L,2015,
453.1716088,427.5098744,75.7192124,674.3294229,,1816.838118,191.4225078,256.1752049,,131.7504065,30.57354515,8.493353028,-21.894979542,MMHM.L,2016,
586.1689529,721.545939,146.9135498,988.9124642,,2294.552452,179.658048,330.1021415,,175.1608527,28.86209532,7.627157233,27.158196416000003,MMHM.L,2017,
674.275754,728.6387958,9.604367095,1034.578694,,3015.861799,258.3639607,246.8679062,,153.9671406,37.73164612,13.02302134,1.661212345999998,MMHM.L,2018,
593.1086391,650.077818,119.849977,1039.296831,,2789.823698,247.535337,404.6014696,,160.7795908,34.73386078,10.24590164,7.308981232999999,MMHM.L,2019,
741.2741978,820.9082471,183.9697693,1260.499867,23.11345715,3017.938213,268.2524529,489.3025723,,150.2882166,38.06923006,,7.002138120999999,MMHM.L,2020,
633.7435224,690.5396721,142.7020523,1152.63273,22.95252782,2945.725146,295.2431738,496.1989144,4.044158833,415.9543955,36.76916826,6.326363066,56.979330995,MMHM.L,2021,35.86824994
316.4153593,197.2267861,78.53243587,430.001855,18.03023566,268.8352634,172.3102608,54.16710833,,442.0213833,22.03567733,,52.14150787443564,KTCG.VI,2009,
261.6517381,120.5730961,26.07033329,398.6679096,22.51049549,306.6118159,220.5028439,60.51689431,,1166.595835,25.13211606,20.55557142,119.41142989,KTCG.VI,2010,
411.3589671,199.9952973,137.6757369,637.5850532,32.15753724,561.1312095,249.7879938,90.64832783,,985.6781803,45.99436144,25.84219036,-18.390966735663234,KTCG.VI,2011,
519.8822352,250.3620207,170.1294265,744.1291063,24.95487529,747.4335121,323.7090839,94.60411496,,812.5322093,58.64863963,,-17.094636201,KTCG.VI,2012,
516.7370762,241.8285458,158.9824265,727.0736653,12.89193039,626.7220278,287.8784721,103.0212139,,726.728136,48.20938676,32.64891533,-10.210574827000004,KTCG.VI,2013,
455.0742612,284.1093746,214.8850073,780.5114704,-5.817399424,670.550095,279.254069,114.2160778,,277.891909,51.58077654,,-70.963701462,KTCG.VI,2014,
381.0347973,185.9974033,148.024078,553.2334732,17.96201122,489.691063,223.1380838,,,531.295082,37.66854331,20.40966696,82.409703079,KTCG.VI,2015,
428.4365393,188.0211972,121.8386601,584.4501132,35.11718529,598.5863646,253.5548135,95.15183925,,509.8454584,46.04510497,13.86179451,3.983076964999997,KTCG.VI,2016,
554.401018,294.7389091,208.0632973,690.8879731,48.61653029,690.5620621,243.1772091,101.769855,,778.9613848,53.12015862,17.38788383,30.934141005999997,KTCG.VI,2017,
598.1667283,259.5305439,207.5279934,765.3179936,32.5414904,854.1639191,284.5846702,115.1622681,0.571320863,494.3220155,65.70491685,18.65054213,-37.997380327,KTCG.VI,2018,60.64973759
554.5585306,263.85318,189.8646102,758.9074145,53.5150742,827.5878519,288.7763993,107.2798654,,417.7583697,63.660604,9.088145512,-11.869876114,KTCG.VI,2019,55.43902588
551.2801919,299.398478,330.4054483,802.0092313,-54.21688104,806.4232161,207.5237124,177.1887063,,209.3835296,62.03255508,,-70.536614163,KTCG.VI,2020,62.79453198
477.5744376,363.6577534,319.6290198,695.6533437,-123.391904,592.4689794,107.0073065,180.8704525,,208.433353,45.57453688,,14.448121730999999,KTCG.VI,2021,60.45106228
1032.8,546.9,1721.3,4669.5,514.4,4505.2,1688.3,1206.7,,7948.008,40.29695886,15.74746818,17.532055293,LH,2009,50.23467708
935.6,1018.4,1394.4,4837.8,533.1,4694.7,2106.1,1263.2,,8941.464,43.03116407,16.35246329,17.151252178,LH,2010,57.78446553
1143.8,1120.5,2188.4,6187.8,585.81,5003.9,2466.3,1388.0,,8519.627,47.47533207,17.18557907,-1.0148049239999992,LH,2011,54.53249125
1060.0,732.6,2221.0,6111.8,646.19,5542.3,2503.5,1443.6,,8194.252,54.44302554,14.28314665,2.863464473000002,LH,2012,50.64702294
1391.8,1028.5,2655.0,6795.0,634.404,5671.4,2717.4,1575.7,,7985.738,58.22792608,15.04890028,6.396640811999999,LH,2013,49.40041041
1432.1,735.7,3000.4,6965.9,638.798,5808.3,2491.3,1731.9,,9117.55,63.27124183,18.09974486,17.525953425,LH,2014,52.30150607
1692.7,976.3,3029.8,7301.8,587.52,6011.6,2820.5,1813.0,,12512.368,69.5787037,26.88241011,15.835757606999998,LH,2015,52.32327409
2621.2,1700.5,6364.2,14104.7,796.1,8680.1,4945.1,2871.3,,13223.14,86.2833002,20.32120097,5.4109153469999995,LH,2016,55.05567386
2478.7,1827.6,5849.5,14247.0,921.0,9552.9,5505.8,3110.7,24.06043849,16338.6026,91.59060403,23.58819806,22.762082772,LH,2017,62.96300248
2733.8,2185.7,6762.1,16673.0,997.945,10308.0,6804.1,3266.0,29.65403145,12749.724,99.2107796,14.34069245,-20.593306575,LH,2018,74.34013744
2835.4,1878.9,6059.8,16185.3,1130.652,11333.4,6971.4,3557.6,29.33811057,16426.407,110.4619883,21.3624109,30.409208391,LH,2019,70.62389275
2981.2,2655.8,6304.5,18046.4,1116.5,11554.8,7567.0,4653.0,23.49164789,19825.77,117.188641,23.68311745,29.620410728,LH,2020,67.5932151
,,142.468,1025.433,31.959,120.416,848.997,977.291,,1105.098311,1.708488813,35.1133806,15.770745898,FSP,2009,
,,184.008,1154.85,27.448,121.143,937.274,1028.053,,1079.987722,1.659470418,53.36860279,7.779924533000001,FSP,2010,
,,284.818,1238.735,22.093,115.802,921.558,1046.483,,783.3774628,1.45068023,45.0360256,-26.123407879,FSP,2011,
,,449.0,1408.661,43.524,138.041,921.367,1263.189,,969.1835412,1.68636769,42.77037907,29.675457769,FSP,2012,
,,616.75,1526.068,23.341,161.58,864.749,1316.505,,1136.523919,1.948225762,53.10354672,4.872494017000001,FSP,2013,
,,888.0,1936.39,12.208,249.683,979.647,1792.236,,984.3532766,2.492169643,41.19029242,-9.355728571,FSP,2015,
,,907.647,1919.015,35.014,243.867,935.656,1811.432,,1319.239164,2.434118199,56.08478993,31.455263075,FSP,2016,29.05659003
,,1045.217,2088.133,8.378,249.888,962.044,2024.087,,1093.258298,2.429800764,,-10.976271785,FSP,2017,28.83087715
,,964.748,1842.654,6.475,269.065,786.396,2129.452,323.7916489,445.2385835,2.509162292,,-52.058095651,FSP,2020,42.13304675
,,920.001,1793.184,1.169,245.848,768.091,2142.339,292.6523706,618.791194,2.291156818,12.37649506,14.316662929000001,FSP,2021,49.63158367
251.3112284,128.8192362,0.50752512,361.9224525,75.09242469,468.337453,211.1948048,76.23407585,8.645056414,1659.392253,0.540225224,16.7254266,48.855224089000004,ROR.L,2009,32.97525239
303.9157405,117.1879039,0.429697596,428.3842724,95.79175705,571.0794133,268.4333807,86.0283665,7.511342683,2471.722214,0.658783224,23.87669802,50.126521398,ROR.L,2010,45.07920506
353.2905923,125.0425071,0.274541002,482.0440825,113.0275736,593.6325206,317.9855554,92.84789493,12.18901192,2599.242903,0.684957966,23.45649003,11.832956613999999,ROR.L,2011,41.25745917
339.1977754,162.5856364,0.546830094,578.2075779,132.7513556,695.706141,348.2453279,107.9927296,11.83685178,3590.293972,0.801080235,25.57788945,31.804419419,ROR.L,2012,41.37629807
391.0814983,158.5097912,0.279515723,674.7818315,143.1363059,831.6356545,437.6744942,129.3117738,10.79813625,4127.782287,0.960318308,26.54212522,14.454078722,ROR.L,2013,36.6550809
440.654956,180.0731776,3.65887982,802.5959835,180.3955546,957.6662638,549.7905664,151.8633797,12.32256553,3148.802849,1.099868227,20.63703309,-16.084263679,ROR.L,2014,36.98070244
424.8902109,213.7913851,33.60170679,897.8057744,175.2841433,926.1827639,586.7801414,180.1211574,15.47857541,2341.912291,1.06347774,15.91463415,-17.223759288,ROR.L,2015,50.23420167
401.884985,229.9062666,177.014679,1033.525909,125.8001534,805.3690385,601.0169192,193.6951011,20.29756017,2588.096825,0.928040173,34.0053574,34.257877244999996,ROR.L,2016,45.98201947
377.2031975,232.0549196,143.6038192,956.4948683,117.606659,727.9162143,535.4855423,200.2430179,14.2040638,3138.202973,0.834733754,30.54474708,13.548993299,ROR.L,2017,42.25709231
440.5266998,218.4480056,102.4308183,997.992109,127.6367676,867.7832126,617.7710518,231.5128094,13.38897785,2753.194903,0.995152823,35.61565017,-1.820727214999998,ROR.L,2018,48.21833648
471.5453896,210.0984845,77.66622442,967.4133796,144.8033967,887.5248763,655.2380466,228.0502118,11.72754581,3875.694646,1.015511868,32.37027732,34.712374379,ROR.L,2019,61.64070748
471.3484487,171.618934,15.3049589,957.3521612,144.9925702,887.4887298,715.1949085,261.5062318,10.61102622,3799.5632,1.015913389,30.04535147,2.514722150999998,ROR.L,2020,62.48959922
542.7963958,166.4191859,12.51076746,1043.125914,151.8271498,826.5911919,796.4915159,301.2879938,10.58418191,4157.352679,0.946488579,36.37844994,12.688908393,ROR.L,2021,64.16837799
682.714,255.838,193.47,1157.547,125.122,1489.518,805.536,303.191,,2567.96542,23.88502614,20.45055236,33.660124492,MSM,2009,
676.536,190.285,39.361,1153.323,150.373,1692.041,899.88,327.614,,3548.746129,26.88766884,23.64001762,40.201358121,MSM,2010,22.22440524
