RIC,Year,returns_yearly
AVON.L,2020,57.191493809
AVON.L,2021,-38.979155534
AVT.O,2009,57.649859754000005
AVT.O,2010,15.353347582999996
AVT.O,2011,-2.469149006000004
AVT.O,2012,1.2095889759999996
AVT.O,2013,40.701189183
AVT.O,2014,0.4471963539999997
AVT.O,2015,2.4496500239999994
AVT.O,2016,13.564866099
AVT.O,2017,-14.657457494
AVT.O,2018,-2.740906078
AVT.O,2019,23.242399188
AVT.O,2020,-5.695572707000004
AVT.O,2021,8.502427230999999
AVV.L,2009,66.452307386
AVV.L,2010,50.794630254
AVV.L,2011,-9.793884711999999
AVV.L,2012,44.11962687600002
AVV.L,2013,1.6408682629999993
AVV.L,2014,-44.019936060999996
AVV.L,2015,32.042205928
AVV.L,2016,19.831184753000002
AVV.L,2017,42.178640506
AVV.L,2018,33.431430512
AVV.L,2019,69.39780795499999
AVV.L,2020,-7.049921880999995
AVV.L,2021,15.255647988
AVY,2009,28.608134258
AVY,2010,23.050257909000003
AVY,2011,-31.373924974000005
AVY,2012,25.832238048
AVY,2013,40.545149903
AVY,2014,7.320312382
AVY,2015,23.350003581000003
AVY,2016,15.221385689
AVY,2017,52.795483334000004
AVY,2018,-18.808155594000002
AVY,2019,42.560138789
AVY,2020,22.137669892
AVY,2021,33.245364570999996
AVYA.K,2009,0.0
AVYA.K,2010,0.0
AVYA.K,2011,0.0
AVYA.K,2012,0.0
AVYA.K,2013,0.0
AVYA.K,2014,0.0
AVYA.K,2015,0.0
AVYA.K,2016,0.0
AVYA.K,2017,6.686930092
AVYA.K,2018,-10.91629347
AVYA.K,2019,10.709954675
AVYA.K,2020,60.123255197999995
AVYA.K,2021,11.568832858999997
AWI,2009,97.03835537900001
AWI,2010,49.268001061999996
AWI,2011,8.551845648
AWI,2012,37.145917457
AWI,2013,15.800167961000003
AWI,2014,-7.557239904000001
AWI,2015,-8.360377006
AWI,2016,10.150927287000002
AWI,2017,41.184591600000005
AWI,2018,-0.6656551289999992
AWI,2019,51.654327464
AWI,2020,-14.264907852
AWI,2021,27.784080417
AWK,2009,14.60420351
AWK,2010,16.675520516
AWK,2011,27.337569122999998
AWK,2012,19.284393275
AWK,2013,15.517543886999999
AWK,2014,27.138228257999998
AWK,2015,14.952758038999999
AWK,2016,23.392849762
AWK,2017,26.284039343
AWK,2018,2.634302024
AWK,2019,33.323319504000004
AWK,2020,26.123001996
AWK,2021,12.659244819999998
AXFO.ST,2009,30.234410955999998
AXFO.ST,2010,23.439543489
AXFO.ST,2011,7.074366713
AXFO.ST,2012,2.4081493359999997
AXFO.ST,2013,33.567807516
AXFO.ST,2014,45.12205428
AXFO.ST,2015,29.721908654
AXFO.ST,2016,4.766662893000001
AXFO.ST,2017,15.130577935
AXFO.ST,2018,2.0015947140000003
AXFO.ST,2019,37.077917747
AXFO.ST,2020,-2.1186153810000015
AXFO.ST,2021,13.348166736
AXL,2009,290.04864796199996
AXL,2010,59.256956141
AXL,2011,-16.529229414
AXL,2012,17.820816711
AXL,2013,66.134005258
AXL,2014,12.856080601000002
AXL,2015,-13.281607084000003
AXL,2016,15.964239174000005
AXL,2017,-8.681102512000002
AXL,2018,-37.280801714
AXL,2019,34.34088131
AXL,2020,19.501023685999996
AXL,2021,9.057345017000001
AXTA.K,2009,0.0
AXTA.K,2010,0.0
AXTA.K,2011,0.0
AXTA.K,2012,0.0
AXTA.K,2013,0.0
AXTA.K,2014,24.026526274
AXTA.K,2015,6.4785472820000045
AXTA.K,2016,5.096222747999997
AXTA.K,2017,19.573047256
AXTA.K,2018,-30.543071718
AXTA.K,2019,31.353578428
AXTA.K,2020,5.346663863999995
AXTA.K,2021,3.3109678350000005
AY.O,2009,0.0
AY.O,2010,0.0
AY.O,2011,0.0
AY.O,2012,0.0
AY.O,2013,0.0
AY.O,2014,-26.693063648
AY.O,2015,-9.243195561999997
AY.O,2016,4.618603075
AY.O,2017,15.918639888999998
AY.O,2018,-0.5212191840000007
AY.O,2019,38.663616486
AY.O,2020,48.873004001
AY.O,2021,-3.9168073609999983
AYGAZ.IS,2009,122.90141027300001
AYGAZ.IS,2010,47.987809025841855
AYGAZ.IS,2011,17.383453375563946
AYGAZ.IS,2012,15.226010295999998
AYGAZ.IS,2013,-0.06418808888285987
AYGAZ.IS,2014,26.295584051
AYGAZ.IS,2015,7.946983290948561
AYGAZ.IS,2016,28.049417085
AYGAZ.IS,2017,42.412548539
AYGAZ.IS,2018,-21.855905132
AYGAZ.IS,2019,30.312981033
AYGAZ.IS,2020,29.424732127
AYGAZ.IS,2021,12.596144467999999
AZN.L,2009,10.995669564
AZN.L,2010,6.159946784999999
AZN.L,2011,8.171483461
AZN.L,2012,4.666483218
AZN.L,2013,27.932412350000003
AZN.L,2014,31.928162505
AZN.L,2015,6.777647494999998
AZN.L,2016,3.300874056999998
AZN.L,2017,22.789229259
AZN.L,2018,18.939977631
AZN.L,2019,31.627556425
AZN.L,2020,1.2049125770000026
AZN.L,2021,24.037100733
B4B.DE,2009,0.0
B4B.DE,2010,0.0
B4B.DE,2011,0.0
B4B.DE,2012,0.0
B4B.DE,2013,0.0
B4B.DE,2014,0.0
B4B.DE,2015,0.0
B4B.DE,2016,0.0
B4B.DE,2017,-7.090799699000001
B4B.DE,2018,-11.618188312000003
B4B.DE,2019,14.218072551999999
B4B.DE,2020,-30.622308104000002
B4B.DE,2021,28.578090888
BA,2009,36.749009355999995
BA,2010,25.528154945
BA,2011,16.327458735
BA,2012,6.080592045999999
BA,2013,64.225429709
BA,2014,-1.0354098329999997
BA,2015,15.294830702
BA,2016,13.653790918
BA,2017,70.571565819
BA,2018,14.497531583999997
BA,2019,9.731230188000001
BA,2020,-11.454482024999995
BA,2021,6.089626835999997
BAB.L,2009,28.602578354000002
BAB.L,2010,2.989563135000002
BAB.L,2011,29.781780067
BAB.L,2012,30.740765951
BAB.L,2013,37.906194974
BAB.L,2014,-9.120676265999998
BAB.L,2015,0.37338832399999955
BAB.L,2016,-1.1830654552238997
BAB.L,2017,-24.496291715
BAB.L,2018,-27.631690761999998
BAB.L,2019,35.27830564400001
BAB.L,2020,-58.383851934999996
BAB.L,2021,42.060318774
BAES.L,2009,3.5034144730000003
BAES.L,2010,-1.907703892999999
BAES.L,2011,-7.585806431000002
BAES.L,2012,24.290303841
BAES.L,2013,33.079863859
BAES.L,2014,13.848206893
BAES.L,2015,12.921322441
BAES.L,2016,22.144135572
BAES.L,2017,1.6152758990000011
BAES.L,2018,-15.78370611
BAES.L,2019,27.787380566
BAES.L,2020,-2.5318984620000005
BAES.L,2021,18.339533814
BAG.L,2009,38.980543819000005
BAG.L,2010,26.594026819
BAG.L,2011,16.691643066999998
BAG.L,2012,24.448603624
BAG.L,2013,17.200556843
BAG.L,2014,6.797829436
BAG.L,2015,-6.4046296830000005
BAG.L,2016,-1.4821977869999976
BAG.L,2017,32.634609417
BAG.L,2018,19.832224336
BAG.L,2019,-21.991488499000003
BAG.L,2020,-8.081530239000001
BAG.L,2021,0.8052628320000004
BAH,2009,0.0
BAH,2010,0.9338599519999999
BAH,2011,-6.605912451999998
BAH,2012,36.199696934
BAH,2013,45.020144889
BAH,2014,48.603294368
BAH,2015,19.280340496
BAH,2016,22.094556749
BAH,2017,10.627870723000001
BAH,2018,21.02287714
BAH,2019,49.456514401
BAH,2020,24.672317242000002
BAH,2021,-7.325011397000001
BAKK.L,2009,0.0
BAKK.L,2010,0.0
BAKK.L,2011,0.0
BAKK.L,2012,0.0
BAKK.L,2013,0.0
BAKK.L,2014,0.0
BAKK.L,2015,0.0
BAKK.L,2016,0.0
BAKK.L,2017,3.360570736
BAKK.L,2018,-27.019960317000002
BAKK.L,2019,7.099263665
BAKK.L,2020,-35.03675881699999
BAKK.L,2021,63.255986144999994
BAKKA.OL,2009,0.0
BAKKA.OL,2010,39.614227805
BAKKA.OL,2011,-14.405131941000004
BAKKA.OL,2012,55.607780448
BAKKA.OL,2013,51.92616795000001
BAKKA.OL,2014,66.67874646599999
BAKKA.OL,2015,53.697316912
BAKKA.OL,2016,33.709761857
BAKKA.OL,2017,11.039095232000001
BAKKA.OL,2018,28.810236612
BAKKA.OL,2019,46.906712808
BAKKA.OL,2020,-0.3319082170000023
BAKKA.OL,2021,18.964269577000003
BALCO.ST,2009,0.0
BALCO.ST,2010,0.0
BALCO.ST,2011,0.0
BALCO.ST,2012,0.0
BALCO.ST,2013,0.0
BALCO.ST,2014,0.0
BALCO.ST,2015,0.0
BALCO.ST,2016,0.0
BALCO.ST,2017,-5.433826337
BALCO.ST,2018,-15.783556506966645
BALCO.ST,2019,69.043754779
BALCO.ST,2020,4.757003992
BALCO.ST,2021,34.715686005
BALDb.ST,2009,66.690682524
BALDb.ST,2010,93.76971577500001
BALDb.ST,2011,-13.259421634055178
BALDb.ST,2012,41.922659615704475
BALDb.ST,2013,61.199676344
BALDb.ST,2014,54.794549273
BALDb.ST,2015,69.551308764
BALDb.ST,2016,-10.429247798
BALDb.ST,2017,19.157947138
BALDb.ST,2018,15.535508906999999
BALDb.ST,2019,56.939007375
BALDb.ST,2020,7.084954853
BALDb.ST,2021,23.899425315000002
BALF.L,2009,-7.131585028
BALF.L,2010,21.83714882
BALF.L,2011,-14.140085556000002
BALF.L,2012,6.850008149999999
BALF.L,2013,9.087596393000002
BALF.L,2014,-20.326301322
BALF.L,2015,26.948002348000003
BALF.L,2016,4.317537701000002
BALF.L,2017,11.558726783000001
BALF.L,2018,-15.965230991999999
BALF.L,2019,8.934313829
BALF.L,2020,8.842616423
BALF.L,2021,1.526739376
BAMN.AS,2009,27.051178972
BAMN.AS,2010,-13.736246687000001
BAMN.AS,2011,-24.705646730999998
BAMN.AS,2012,13.552128332
BAMN.AS,2013,31.054748282
BAMN.AS,2014,-13.528578136
BAMN.AS,2015,87.29991771
BAMN.AS,2016,-9.050779786999996
BAMN.AS,2017,-8.694004229
BAMN.AS,2018,-36.924525744
BAMN.AS,2019,21.360981671999998
BAMN.AS,2020,-5.3897516070000036
BAMN.AS,2021,55.03319114000001
BANB.S,2009,-11.174408285000002
BANB.S,2010,-10.427104917
BANB.S,2011,-45.741957293
BANB.S,2012,17.975273349
BANB.S,2013,36.48880205251379
BANB.S,2014,4.802283075
BANB.S,2015,11.524805438
BANB.S,2016,62.483592874
BANB.S,2017,59.828251705
BANB.S,2018,-26.049042282
BANB.S,2019,34.701501557
BANB.S,2020,106.137056414
BANB.S,2021,65.000418779
BAR.BR,2009,75.34918331899999
BAR.BR,2010,61.166410048
BAR.BR,2011,-14.537110677000001
BAR.BR,2012,41.579927751
BAR.BR,2013,7.746671231000001
BAR.BR,2014,5.787239142
BAR.BR,2015,9.001902301
BAR.BR,2016,31.262267997000002
BAR.BR,2017,14.684555060000001
BAR.BR,2018,15.159710668768852
BAR.BR,2019,86.94559733
BAR.BR,2020,-35.545322234000004
BAR.BR,2021,12.230837959999999
BARN.S,2009,2.8099456499999977
BARN.S,2010,20.159041696922827
BARN.S,2011,21.509091555999998
BARN.S,2012,-2.425627651
BARN.S,2013,26.778455652
BARN.S,2014,-6.542991141999999
BARN.S,2015,12.831227852999998
BARN.S,2016,15.492046828
BARN.S,2017,53.136433567
BARN.S,2018,-24.688896381
BARN.S,2019,36.245658755
BARN.S,2020,1.1030763130000008
BARN.S,2021,3.2462393029999994
BASFn.DE,2009,60.234142217
BASFn.DE,2010,38.570546144
BASFn.DE,2011,-1.1442804670000002
BASFn.DE,2012,34.310535228999996
BASFn.DE,2013,13.977318399000001
BASFn.DE,2014,-5.796949905
BASFn.DE,2015,7.594521074000001
BASFn.DE,2016,28.899932565
BASFn.DE,2017,8.139707833
BASFn.DE,2018,-36.427071027
BASFn.DE,2019,18.33691493
BASFn.DE,2020,11.563044031999993
BASFn.DE,2021,6.836539531
BATS.L,2009,18.242134426
BATS.L,2010,26.179460043
BATS.L,2011,27.219420075
BATS.L,2012,7.456790073
BATS.L,2013,8.819677745
BATS.L,2014,14.274810001999999
BATS.L,2015,13.291534332000001
BATS.L,2016,25.884783100999996
BATS.L,2017,14.443416765
BATS.L,2018,-59.308728306999996
BATS.L,2019,36.478331323999996
BATS.L,2020,-5.584627448000002
BATS.L,2021,3.3074061590000006
BAVA.CO,2009,31.722152231000003
BAVA.CO,2010,87.54648657999999
BAVA.CO,2011,-124.39096941599999
BAVA.CO,2012,33.60372095863105
BAVA.CO,2013,67.97572373613663
BAVA.CO,2014,96.37183328
BAVA.CO,2015,80.718559238
BAVA.CO,2016,-31.151511876
BAVA.CO,2017,2.829567122000002
BAVA.CO,2018,-49.337300064000004
BAVA.CO,2019,34.870222537000004
BAVA.CO,2020,62.48161266700001
BAVA.CO,2021,62.894381949
BAX,2009,13.53962707
BAX,2010,-7.998227600000001
BAX,2011,1.2509233159999997
BAX,2012,34.981177668
BAX,2013,7.9239407339999985
BAX,2014,8.599608647
BAX,2015,0.37989354599999947
BAX,2016,17.552959723
BAX,2017,39.852069775000004
BAX,2018,6.774536723000001
BAX,2019,28.047814051000003
BAX,2020,-1.4644101860000003
BAX,2021,2.0560672970000007
BAYGn.DE,2009,36.807160324
BAYGn.DE,2010,3.5231384420000014
BAYGn.DE,2011,-4.829241354999999
BAYGn.DE,2012,42.656351416999996
BAYGn.DE,2013,38.481159016
BAYGn.DE,2014,13.933753396
BAYGn.DE,2015,7.005090828000002
BAYGn.DE,2016,-9.756013034
BAYGn.DE,2017,8.339619726999999
BAYGn.DE,2018,-46.031829316999996
BAYGn.DE,2019,29.067461447999996
BAYGn.DE,2020,-25.754105511000002
BAYGn.DE,2021,1.9803196590000003
BBWI.K,2009,81.444926622
BBWI.K,2010,69.650555954
BBWI.K,2011,41.011733124
BBWI.K,2012,28.450030427
BBWI.K,2013,31.771647247
BBWI.K,2014,41.64414383
BBWI.K,2015,16.250779712
BBWI.K,2016,-28.765115089000002
BBWI.K,2017,7.662299979000003
BBWI.K,2018,-66.193577716
BBWI.K,2019,-14.542459747
BBWI.K,2020,116.78723167199999
BBWI.K,2021,81.83609165
BBY,2009,42.436481114
BBY,2010,-1.596111699999998
BBY,2011,-31.616098341999994
BBY,2012,-58.424667537
BBY,2013,139.320365199
BBY,2014,15.186817505000002
BBY,2015,-17.957208587
BBY,2016,42.89308423
BBY,2017,53.441944442
BBY,2018,-18.357330225
BBY,2019,61.105793758000004
BBY,2020,27.116482452
BBY,2021,9.892960106
BC,2009,169.595206875
BC,2010,69.512866641
BC,2011,7.781234441999999
BC,2012,53.575500196
BC,2013,52.305826786
BC,2014,14.726985957
BC,2015,1.045901553000002
BC,2016,15.740141472000003
BC,2017,6.015874360999995
BC,2018,-10.527768007999999
BC,2019,32.053236656
BC,2020,43.753642451999994
BC,2021,25.590248701
BC8G.DE,2009,45.768915977
BC8G.DE,2010,48.573351398
BC8G.DE,2011,-4.489429657
BC8G.DE,2012,21.103276613000002
BC8G.DE,2013,55.887125073
BC8G.DE,2014,32.087266499
BC8G.DE,2015,33.332602032000004
BC8G.DE,2016,16.703762673
BC8G.DE,2017,37.445486679
BC8G.DE,2018,4.0516585969999985
BC8G.DE,2019,67.34482645
BC8G.DE,2020,43.350445891
BC8G.DE,2021,2.4507918940000004
BCC,2009,0.0
BCC,2010,0.0
BCC,2011,0.0
BCC,2012,0.0
BCC,2013,19.836150264000004
BCC,2014,26.707239164999997
BCC,2015,-28.832924052999996
BCC,2016,1.0975450139999967
BCC,2017,62.451272263
BCC,2018,-41.183511117
BCC,2019,55.16720418
BCC,2020,48.253345245000006
BCC,2021,20.866570551000002
BCPC.O,2009,35.719207107
BCPC.O,2010,48.582075833
BCPC.O,2011,20.864346367
BCPC.O,2012,-2.923655884
BCPC.O,2013,51.150910545
BCPC.O,2014,17.738383362
BCPC.O,2015,-3.500077879
BCPC.O,2016,35.318687774
BCPC.O,2017,-2.459766676
BCPC.O,2018,1.8173367710000008
BCPC.O,2019,30.285521764
BCPC.O,2020,16.546899636
BCPC.O,2021,24.270664083
BCU.MI,2009,0.0
BCU.MI,2010,0.0
BCU.MI,2011,0.0
BCU.MI,2012,67.875404602
BCU.MI,2013,69.583042574
BCU.MI,2014,-25.416675039999994
BCU.MI,2015,-10.837722839
BCU.MI,2016,25.50213315
BCU.MI,2017,31.882736718
BCU.MI,2018,17.077689143
BCU.MI,2019,10.068290592999997
BCU.MI,2020,17.887780749
BCU.MI,2021,32.903283037
BDEV.L,2009,124.724214238
BDEV.L,2010,-25.016933794
BDEV.L,2011,10.426629054
BDEV.L,2012,91.316959783
BDEV.L,2013,56.143879420000005
BDEV.L,2014,36.352307812999996
BDEV.L,2015,34.514979659
BDEV.L,2016,-15.360173790000001
BDEV.L,2017,42.836668375
BDEV.L,2018,-23.256448989
BDEV.L,2019,59.316742167
BDEV.L,2020,7.7028795569999975
BDEV.L,2021,4.558178187
BDN,2009,116.247867682
BDN,2010,9.994352304
BDN,2011,-8.144661107999998
BDN,2012,32.235937357
BDN,2013,21.260086508999997
BDN,2014,18.444808077
BDN,2015,-9.187828664000001
BDN,2016,25.375639048
BDN,2017,14.040509766
BDN,2018,-27.958512313999996
BDN,2019,27.537599864
BDN,2020,-10.476469364000002
BDN,2021,17.783345926000003
BDX,2009,20.596241781000003
BDX,2010,10.398173284
BDX,2011,-8.838626423000001
BDX,2012,7.649975999999999
BDX,2013,38.106979595
BDX,2014,26.518679539999997
BDX,2015,13.285666187
BDX,2016,9.653199113
BDX,2017,28.42037227
BDX,2018,10.314250054999999
BDX,2019,21.192395424
BDX,2020,-2.657710765000002
BDX,2021,-0.10017219999999982
BDXP.WA,2009,48.534893935
BDXP.WA,2010,43.342558204999996
BDXP.WA,2011,-14.138126508000003
BDXP.WA,2012,15.295368916
BDXP.WA,2013,75.626226616
BDXP.WA,2014,18.135247061
BDXP.WA,2015,37.499867958
BDXP.WA,2016,7.958626853000001
BDXP.WA,2017,18.319076130000003
BDXP.WA,2018,-45.979087075
BDXP.WA,2019,53.202560053999996
BDXP.WA,2020,67.731408796
BDXP.WA,2021,4.792842798999999
BEAN.S,2009,51.14495845100002
BEAN.S,2010,45.947150542000045
BEAN.S,2011,5.241830903000002
BEAN.S,2012,7.565010928
BEAN.S,2013,37.538786133
BEAN.S,2014,-3.3639946370000002
BEAN.S,2015,11.272269528
BEAN.S,2016,27.066352755
BEAN.S,2017,36.532937939
BEAN.S,2018,-2.7457674310000004
BEAN.S,2019,68.95984733399999
BEAN.S,2020,10.929441381999998
BEAN.S,2021,30.553377393
BEFB.BR,2009,10.054530678999999
BEFB.BR,2010,5.368418811
BEFB.BR,2011,-12.91245434
BEFB.BR,2012,4.3507884720000005
BEFB.BR,2013,9.182301116
BEFB.BR,2014,22.72209573
BEFB.BR,2015,-2.4409930849999997
BEFB.BR,2016,3.312638267999999
BEFB.BR,2017,7.090950421999999
BEFB.BR,2018,-2.6345894770000005
BEFB.BR,2019,18.779262600000003
BEFB.BR,2020,-29.43762786
BEFB.BR,2021,-2.3384218480000003
BEIAb.ST,2009,64.048902731
BEIAb.ST,2010,64.687472886
BEIAb.ST,2011,-26.495333297000002
BEIAb.ST,2012,9.16918994016487
BEIAb.ST,2013,51.215650455
BEIAb.ST,2014,9.583641137999999
BEIAb.ST,2015,24.856172284
BEIAb.ST,2016,13.630244659999999
BEIAb.ST,2017,17.833728586
BEIAb.ST,2018,5.234407405000002
BEIAb.ST,2019,25.271905321
BEIAb.ST,2020,-3.1374934700000034
BEIAb.ST,2021,49.753618341999996
BEIG.DE,2009,15.916045342000002
BEIG.DE,2010,-6.846088871
BEIG.DE,2011,8.189965639999999
BEIG.DE,2012,37.19529377
BEIG.DE,2013,19.714684189
BEIG.DE,2014,-6.693702976999999
BEIG.DE,2015,25.79261072
BEIG.DE,2016,-2.776586192000001
BEIG.DE,2017,20.976908219
BEIG.DE,2018,-5.628327806000001
BEIG.DE,2019,18.542384084999995
BEIG.DE,2020,-10.22637751
BEIG.DE,2021,1.5475699649999974
BEKB.BR,2009,98.619242152
BEKB.BR,2010,96.658839156
BEKB.BR,2011,-107.013874155
BEKB.BR,2012,-1.9181491739999998
BEKB.BR,2013,22.783692832
BEKB.BR,2014,6.306255415999999
BEKB.BR,2015,12.111678738999998
BEKB.BR,2016,34.89804153
BEKB.BR,2017,-0.9175564680000017
BEKB.BR,2018,-44.190552729
BEKB.BR,2019,30.566540185
BEKB.BR,2020,19.907209667
BEKB.BR,2021,33.799610896999994
BELE.ST,2009,69.78964702
BELE.ST,2010,53.527399076
BELE.ST,2011,-9.629233582000001
BELE.ST,2012,9.78568061589111
BELE.ST,2013,11.554640739000002
BELE.ST,2014,-22.971009961
BELE.ST,2015,10.857703131999997
BELE.ST,2016,-23.757425824
BELE.ST,2017,-13.928328053000001
BELE.ST,2018,26.244350267
BELE.ST,2019,78.541405156
BELE.ST,2020,-43.712806928
BELE.ST,2021,40.641633973
BELL.S,2009,22.179262481000002
BELL.S,2010,16.230504421
BELL.S,2011,3.9259357250000018
BELL.S,2012,17.117636892
BELL.S,2013,17.786698154513388
BELL.S,2014,9.396321293000002
BELL.S,2015,38.12749490221012
BELL.S,2016,28.999383607000002
BELL.S,2017,0.4669175280000013
BELL.S,2018,-16.588129849
BELL.S,2019,-11.93942294413917
BELL.S,2020,-6.043423889
BELL.S,2021,22.610512355
BERY.K,2009,0.0
BERY.K,2010,0.0
BERY.K,2011,0.0
BERY.K,2012,6.2930673409999995
BERY.K,2013,42.47422311
BERY.K,2014,30.818995576
BERY.K,2015,15.730878888
BERY.K,2016,34.040999517
BERY.K,2017,20.109022261
BERY.K,2018,-17.789975955
BERY.K,2019,6.561207439000001
BERY.K,2020,23.032736711999995
BERY.K,2021,11.043113909000002
BESI.AS,2009,55.883435356
BESI.AS,2010,69.520754975
BESI.AS,2011,9.863068666000002
BESI.AS,2012,18.33228206
BESI.AS,2013,41.865716315
BESI.AS,2014,88.695448879
BESI.AS,2015,27.699767151999996
BESI.AS,2016,62.3194462
BESI.AS,2017,89.068763599
BESI.AS,2018,-46.770422181
BESI.AS,2019,78.447549277
BESI.AS,2020,53.727341355
BESI.AS,2021,38.820199972
BETSb.ST,2009,60.731520422
BETSb.ST,2010,20.324906422999998
BETSb.ST,2011,35.006318111999995
BETSb.ST,2012,38.410302908
BETSb.ST,2013,9.206856246000044
BETSb.ST,2014,36.092550382
BETSb.ST,2015,60.63379774
BETSb.ST,2016,-39.48951896999999
BETSb.ST,2017,-27.233808513
BETSb.ST,2018,34.135803591000005
BETSb.ST,2019,-41.380745096
BETSb.ST,2020,68.719489388
BETSb.ST,2021,8.695734196
BFSA.DE,2009,0.0
BFSA.DE,2010,0.0
BFSA.DE,2011,0.0
BFSA.DE,2012,0.0
BFSA.DE,2013,0.0
BFSA.DE,2014,0.0
BFSA.DE,2015,0.0
BFSA.DE,2016,0.0
BFSA.DE,2017,25.814132118
BFSA.DE,2018,-0.2739607220000009
BFSA.DE,2019,6.593775083
BFSA.DE,2020,41.09371276900001
BFSA.DE,2021,26.915770715999997
BFb,2009,10.374910708000002
BFb,2010,32.105178492
BFb,2011,17.253734767
BFb,2012,25.282760747
BFb,2013,20.672547757
BFb,2014,18.237144359
BFb,2015,15.292921233000001
BFb,2016,-8.387003682
BFb,2017,46.432964952
BFb,2018,-9.465399098000002
BFb,2019,38.079178635
BFb,2020,20.919503176000003
BFb,2021,-14.567143210000001
BG,2009,34.362044010000005
BG,2010,7.176701005
BG,2011,-10.237100377
BG,2012,28.136967389999995
BG,2013,15.074165369
BG,2014,12.822517029000002
BG,2015,-24.633258902
BG,2016,15.010059868999996
BG,2017,-2.389529597000001
BG,2018,-16.831438636
BG,2019,12.409926558999999
BG,2020,22.862731926
BG,2021,25.946304237
BHPB.L,2009,53.446301049
BHPB.L,2010,32.463331327999995
BHPB.L,2011,-24.444481118
BHPB.L,2012,19.387921190999997
BHPB.L,2013,-6.826291567999999
BHPB.L,2014,-23.817178321
BHPB.L,2015,-40.898957718999995
BHPB.L,2016,63.380622545
BHPB.L,2017,24.113568035
BHPB.L,2018,16.522716746
BHPB.L,2019,20.454304042
BHPB.L,2020,19.931311985
BHPB.L,2021,10.078294773999998
BICP.PA,2009,21.474126771
BICP.PA,2010,34.077533122
BICP.PA,2011,9.718689326
BICP.PA,2012,34.570992127
BICP.PA,2013,4.255161206
BICP.PA,2014,24.770345059999997
BICP.PA,2015,37.768919064
BICP.PA,2016,-9.146925849
BICP.PA,2017,-28.458789329
BICP.PA,2018,3.314681052000001
BICP.PA,2019,-29.943711622000002
BICP.PA,2020,-19.121483728
BICP.PA,2021,14.928811013
BIFF.L,2009,0.0
BIFF.L,2010,0.0
BIFF.L,2011,0.0
BIFF.L,2012,0.0
BIFF.L,2013,0.0
BIFF.L,2014,0.0
BIFF.L,2015,0.0
BIFF.L,2016,-0.5592352509999998
BIFF.L,2017,42.015804974
BIFF.L,2018,-21.599357259
BIFF.L,2019,43.333146918000004
BIFF.L,2020,-5.7066269560000045
BIFF.L,2021,47.688494234000004
BIG,2009,85.93519585000001
BIG,2010,8.694675262000002
BIG,2011,28.345478433000004
BIG,2012,-21.962964831
BIG,2013,16.841700124
BIG,2014,32.545485172
BIG,2015,1.0595480609999992
BIG,2016,32.117217081999996
BIG,2017,15.623343169999998
BIG,2018,-52.370203948
BIG,2019,18.668846968000004
BIG,2020,91.773879944
BIG,2021,13.018407481000002
BIIB.O,2009,17.478013209000004
BIIB.O,2010,25.962720926000003
BIIB.O,2011,58.395745376
BIIB.O,2012,30.443135140000003
BIIB.O,2013,70.463086305
BIIB.O,2014,22.693309179
BIIB.O,2015,-5.116055694000002
BIIB.O,2016,-2.4280464499999996
BIIB.O,2017,22.321630183
BIIB.O,2018,-0.044538206999998664
BIIB.O,2019,8.224001870000002
BIIB.O,2020,-15.600864304
BIIB.O,2021,21.149393616
BILL.ST,2009,176.717339848
BILL.ST,2010,14.788595645
BILL.ST,2011,9.436967132
BILL.ST,2012,35.873188067
BILL.ST,2013,33.862265975
BILL.ST,2014,36.77638073
BILL.ST,2015,41.473319525
BILL.ST,2016,3.858040578000001
BILL.ST,2017,-4.969101308000001
BILL.ST,2018,-20.16247178114179
BILL.ST,2019,10.919787987000001
BILL.ST,2020,34.064237599
BILL.ST,2021,18.136272514
BIOG.DE,2009,-21.183172087
BIOG.DE,2010,26.74727981207089
BIOG.DE,2011,-12.219330189
BIOG.DE,2012,25.068161574999998
BIOG.DE,2013,46.977208824
BIOG.DE,2014,16.165770326
BIOG.DE,2015,-29.786258348000004
BIOG.DE,2016,-12.930748782
BIOG.DE,2017,45.638807069
BIOG.DE,2018,20.452428407
BIOG.DE,2019,-29.225585051
BIOG.DE,2020,47.60678357621547
BIOG.DE,2021,47.31598713699999
BIOGb.ST,2009,107.84675968799999
BIOGb.ST,2010,25.084018397
BIOGb.ST,2011,59.890898191000005
BIOGb.ST,2012,18.493246643000003
BIOGb.ST,2013,45.653979177000004
BIOGb.ST,2014,-27.446270894
BIOGb.ST,2015,53.954571411580424
BIOGb.ST,2016,17.624302872
BIOGb.ST,2017,12.030537570715008
BIOGb.ST,2018,6.083159838000002
BIOGb.ST,2019,36.403413756
BIOGb.ST,2020,32.169522636
BIOGb.ST,2021,-15.35336101
BIOX.PA,2009,33.6537893
BIOX.PA,2010,-7.437518021000002
BIOX.PA,2011,-25.259511915999997
BIOX.PA,2012,30.320984412
BIOX.PA,2013,7.664438021
BIOX.PA,2014,13.364633854
BIOX.PA,2015,28.527148517
BIOX.PA,2016,29.387951665
BIOX.PA,2017,48.653298869
BIOX.PA,2018,-21.343125873
BIOX.PA,2019,35.453369475
BIOX.PA,2020,43.996196260000005
BIOX.PA,2021,-11.921510405
BITTI.HE,2009,125.1905298200413
BITTI.HE,2010,17.994944116999996
BITTI.HE,2011,-51.844500915240005
BITTI.HE,2012,76.02101154989599
