,Current Ratio,Debt-to-Equity Ratio,ESG Score,P/E (Daily Time Series Ratio),"Property Plant And Equipment, Total - Gross",ROA,ROE,RPE,Revenue Per Share,Total CO2 Equivalent Emissions To Revenues USD in million,returns_yearly
0,-0.31588537957975993,2.9669028053389264,0.7584519535376407,-0.39575300815468895,-0.599937760088314,0.3556029226516093,3.222391947368097,-0.2640887544985818,-0.715115537956072,-0.4223250223844256,-0.2705540370074529
1,-0.8476352837163378,3.0466959255873034,-0.256427562623748,-0.7446392506565025,-0.5478128248297444,0.08507412408151077,2.3451122879048616,0.07619773144511745,-0.7416911006371102,-0.3734959606239448,-1.4190842827504433
2,-0.8491324010566299,1.8507765480917608,0.5719718451482786,-0.2751755782541881,-0.526366190488173,0.3118024595477151,2.060474229367887,-0.3115289303827875,-0.735108400385873,-0.3921901498371239,0.7979373713217996
3,-0.8423090383390267,1.935417107023454,0.2756062290154839,-0.36272250728712774,-0.5143385686642288,0.23364343656277248,1.8472878861884097,-0.23885037063732714,-0.7306965991206854,-0.41894782567852584,-0.556501341186306
4,-0.9136538684492987,1.3487519017048952,0.5347489721137527,0.5120334187248621,-0.5522119427886611,0.5147478243450558,1.971335485387806,-0.3821399257468858,-0.7397546977162828,-0.4061089338748691,-0.049014698048087744
5,-0.6877458198737318,1.852213491042218,0.789172092143302,-0.003910368865205277,-0.5237093318383415,-0.05379920772784967,1.226671549554811,-0.3601703958780772,-0.7494251788351523,-0.42687857106834204,-0.7317368386776459
6,-0.29934152581443063,-1.0738283228034424,-0.9565461079650273,0.7409227895137149,-0.6097495140472718,0.45486600055631865,-0.15117221570539174,-0.572486992709684,-0.2946646146363457,-0.5201188705345541,1.145902790076622
7,-0.04695599370572202,-1.0735854095881057,-0.752876468703333,-0.01488594436319505,-0.5975601158225663,0.5812595251978582,-0.1677488768019779,-0.5888699178150221,-0.2636371167287407,-0.5069405673392738,0.4333334140315946
8,-0.002161222278964568,-1.0931484129248215,-0.3939159076543829,0.9739057305617105,-0.6102508958136161,0.552255731388036,-0.18886762167590762,-0.7178357926614917,-0.3171515244276431,-0.5142416626635549,0.9004329460237459
9,0.13794747642843455,-1.0876435001635532,-0.509007572325543,0.10109851842562852,-0.6086747043075756,1.0267915407353112,0.09205116524879485,-0.7385948742269371,-0.3038869593855388,-0.5236165723605866,-0.009889509574364061
10,0.276581028572478,-0.7732645397019035,0.1952695569014419,1.146206989287231,-0.6060656128121543,0.8244289242150309,0.15582388356177226,-0.8469130854444225,-0.2620757564554538,-0.5532996359500457,0.9700393084140088
11,-0.666561577858378,-0.7528716286274848,0.3287355430180299,0.311782318814896,-0.5692052263021993,1.1216455966564693,0.6185868287267668,-0.7951251847720747,0.0031477505100911745,-0.5627202925840611,0.040935676124158896
12,-0.47985229913725364,-0.8352130361747863,0.6643776571144583,-0.5056408103424032,-0.5646752026243036,1.5781522253425262,0.7582193932455421,-0.6397819834924143,0.11451954002948721,-0.5623877765501603,-1.5565614801109195
13,-0.401952731445001,-0.49737109227222465,0.6211520826837129,-0.902073363875044,-0.48403524609638526,1.5088189984632019,0.9427634348626145,-0.5679890520101658,0.3497299342084787,-0.5809317158606655,0.2310153956327805
14,0.3979469376626219,0.32017095170391174,-1.5067224648238076,-0.23310434676287903,-0.6527372653158797,0.4807182435738923,0.4723798949164634,-0.6653943701809635,-0.9047778028699636,-0.33045287236869886,-0.2503064019954893
15,2.0481159664134165,1.0463771430059914,-0.7339299394965665,-0.3965178671258833,-0.6213561861499298,0.272896414390754,0.6178935594071318,-0.48373597223233517,-0.8930435710258295,-0.35348616842085506,-0.8825269879576222
16,1.267764334341841,0.7385570815720002,-1.2573332679864502,1.8147268007370896,-0.6048065076476291,0.00359897514888726,0.1743791370131069,-0.7280913877652596,-0.8933573644756322,-0.051972671722175956,0.6961147263334452
17,1.6037086864877312,1.5476444187044418,-0.919557372933395,2.056297922559503,-0.5048159110572396,-1.0081718000493751,-0.770830642855457,-0.8005777676966171,-0.8527679213917577,-0.26394649631907025,2.486420931693117
18,1.9335416001195194,1.1834126396494091,-0.9324184039843749,1.1989023795130291,-0.4743363993111938,-0.40075720544537624,-0.13559725604258405,-0.7833627706619264,-0.8097184964473634,-0.29160639758647205,0.5601570640613404
19,1.6099570627632211,0.8831006478758039,-0.10744949115464864,0.3040575239173535,-0.43359549186313395,0.10222967458114482,0.31872103299350135,-0.7198693413898521,-0.7931950814177409,-0.3085088004928535,-0.5815286834415477
20,1.2608314907136102,1.297798853692127,-0.36764715796209196,0.33044104859175577,-0.36966756105610316,-0.1490859788314581,0.2707846157776782,-0.7230316332598657,-0.7800368056839118,-0.3149501732031321,0.5499081165066166
21,1.5416902803070944,1.0474367300221794,-0.143580685316317,1.0018767319270787,-0.26762257765522757,-0.1813384055006036,0.07901398515938209,-0.6671608420396461,-0.8749980101006442,-0.2873084080853833,-0.9083308579409382
22,1.51726190035764,0.8520758787032697,-0.003908733333826654,0.4527889084320578,-0.21660469998963505,-0.2286941440397386,-0.08083771800230946,-0.7859926989343641,-0.7698722114824975,-0.3481061972019137,0.49227520162439986
23,1.6341469632691195,1.3651841824704625,0.390641116119668,-0.050910790104320744,-0.1308324968336345,-0.38748381105224955,-0.1145395587700811,-0.6837738638770395,-0.7242856731985814,-0.3422419981161317,-0.6818575527264028
24,1.3469331368196023,1.111683330700487,0.9391395327021852,1.218197103147686,-0.060791951169919256,-0.40196315211523354,-0.15894143459727078,-0.7716137436725761,-0.7265509589764413,-0.3407273558083057,0.743064086633502
