RIC,Total Current Assets,Total Current Liabilities,Total Debt,"Total Assets, Reported",Net Income - Actual,Revenue Per Share,Total Revenue,Total Equity,Total CO2 Equivalent Emissions To Revenues USD in million,ESG Score,Company Market Capitalization,"Property Plant And Equipment, Total - Gross",P/E (Daily Time Series Ratio),Year,returns_yearly
BALCO.ST,,,,,,,,,,,,,,2009,0.0
BALCO.ST,,,,,,,,,,,,,,2010,0.0
BALCO.ST,,,,,,,,,,,,,,2011,0.0
BALCO.ST,,,,,,,,,,,,,,2012,0.0
BALCO.ST,,,,,,,,,,,,,,2013,0.0
BALCO.ST,23.10671617,26.7759877,55.86434042,95.21882331,,1.243584573,84.2119409,20.49450806,,,,22.8949617,,2014,0.0
BALCO.ST,22.04541081,28.87499198,45.99974344,82.18151498,,1.076689178,72.91026874,13.83528959,,,,20.03745751,,2015,0.0
BALCO.ST,24.698159,29.83590836,45.54158527,79.53779672,,1.116473286,75.60433316,14.98526017,,,,17.06517492,,2016,0.0
BALCO.ST,26.543584,29.57047334,41.91607102,78.42583748,,1.299743588,88.01486654,15.31879618,,,161.9888469,17.42536535,196.6443592,2017,-5.433826337
BALCO.ST,44.68402892,37.36798469,23.95795994,107.9484741,7.598282128,8.798801988,120.5787824,47.10620969,,,119.7685722,27.31945816,13.79029395,2018,-15.783556506966645
BALCO.ST,46.69558538,34.299512,31.82549365,120.1038137,9.771498903,5.577557782,119.5214857,49.76040396,,,215.0350801,33.4763454,21.03558782,2019,69.043754779
BALCO.ST,49.00384533,30.76190985,30.05191198,118.1243324,10.47771447,6.075143675,130.3786584,54.96133305,,,255.5431249,27.65520188,18.98143552,2020,4.757003992
BALCO.ST,72.98449141,45.7981935,31.57143205,148.9175634,11.66861144,6.733270233,146.0782977,72.87262015,11.49385944,57.77268403,334.3046923,30.75570921,54.27601087,2021,34.715686005
CRST.L,,,,,,,,,,,,,,2009,0.0
CRST.L,870.6520845,326.4534167,604.3910863,968.6703396,,1.746518502,391.7441,-127.6210838,,,,13.65019324,,2010,0.0
CRST.L,852.0977675,289.4855017,695.5671029,944.79728,,2.033526939,456.1200924,-158.7759815,,,,13.9530408,,2011,0.0
CRST.L,905.4345378,287.9758036,264.9699154,1124.553557,,2.288761284,513.369156,461.7265678,,,,14.15746967,,2012,0.0
CRST.L,1066.060254,332.3979098,290.948971,1292.013418,,2.933669475,658.0220631,559.8025934,,,1519.777859,14.99903232,12.2925154,2013,40.053316339
CRST.L,1196.907481,388.1688695,131.5282946,1400.615937,118.5246581,3.407898693,843.2246888,754.3628898,,,1520.788644,13.47363018,12.35290376,2014,11.256048261000002
CRST.L,1606.206014,496.6410749,257.9974408,1766.314779,150.1360038,3.98297785,1017.754319,858.1253999,5.767346917,54.8605809,2065.906966,14.71529111,12.46335951,2015,42.317591548
CRST.L,1762.037737,453.4304272,336.331518,1932.209143,178.0845507,4.840437117,1241.649567,973.0471944,5.405122409,49.3625433,1421.57937,16.04517333,8.543140028,2016,-1.2297608569999987
CRST.L,1584.971721,439.7326347,251.328257,1730.284259,196.3141026,4.73679803,1220.527385,880.4446294,5.570598453,50.91601697,1883.493968,14.56797983,8.795855457,2017,28.270420099000003
CRST.L,1816.841546,543.4984726,188.6040643,1962.943286,240.1025349,5.348236762,1385.575774,1086.200027,6.746669099,49.90866867,1075.691699,12.21941825,5.152276295,2018,-40.908270009000006
CRST.L,1928.413689,555.0236791,217.260879,2068.573763,186.5813027,5.552814565,1430.960314,1114.004519,6.016396624,50.89671268,1470.93992,,8.534102812,2019,39.335132439
CRST.L,1899.585921,547.2308489,172.6190476,2039.596273,126.8823928,5.468175474,1405.797101,1105.590062,6.838329852,53.02136674,1144.492003,19.79813665,,2020,25.232799504999996
CRST.L,1755.441675,480.239149,134.8448378,1898.698139,51.36163259,3.415869613,877.2679038,1068.017703,4.973675169,54.92868143,1293.031733,,16.27011896,2021,21.683802661000005
ACE.MI,2729.729805,2597.967599,2920.536476,7826.370892,247.7227091,20.63556961,4394.652018,1924.690737,,53.60812483,2283.053074,,23.84139734,2009,-15.949153519
ACE.MI,2839.973086,3074.533299,3782.686251,8517.15341,35.41560497,15.65669005,3334.325431,1739.420489,552.3281303,53.3746165,2432.397657,,2.022235181,2010,14.766153491
ACE.MI,2576.081867,2025.213029,3410.484917,8534.029831,180.6979004,15.95794287,3398.481707,1747.982075,548.7763611,72.85388941,1347.537128,,3.888994972,2011,-42.843445255
ACE.MI,2998.723625,2943.821359,3675.80712,8568.827184,113.5598594,19.88762325,4235.365696,1599.064078,153.9846218,66.70005866,1281.554706,,15.22873194,2012,3.5324634990000003
ACE.MI,2755.063859,2955.710365,3767.350116,8137.149039,88.35355466,22.25335515,4739.183555,1634.576209,162.4563743,70.01379563,2432.481984,,14.30225725,2013,70.390076464
ACE.MI,3113.329851,2869.641532,4069.571432,8830.222393,196.9001068,20.99835969,4471.913572,1817.952278,160.9859634,60.65242356,2314.385644,,12.67006803,2014,12.060644394000002
ACE.MI,3194.285369,2190.191738,3908.146132,8361.029456,171.3124262,17.11254701,3644.371862,1730.558277,198.7390722,63.90175834,3305.029049,,16.23562233,2015,52.685194394
ACE.MI,2432.673407,2012.07741,3201.00998,7283.774068,194.3103333,14.60053004,3109.400419,1654.983113,199.9437601,71.25351547,2585.938388,4186.284901,10.27918443,2016,-10.957787295000001
ACE.MI,2242.410639,1854.721405,3099.857023,7258.949748,279.4790668,13.66937232,2911.09651,1756.87132,215.6999612,62.8850054,3934.285169,4319.351346,15.30085049,2017,37.511177916
ACE.MI,2584.017706,2585.411643,4052.482576,8647.897698,224.650996,15.48932072,3298.681638,2060.467125,242.8361523,74.36976728,2925.000799,5157.225801,10.52447093,2018,-17.857986221
ACE.MI,2777.048353,2627.156161,4338.481741,9355.286035,306.3658768,15.7807149,3360.73837,1983.711808,212.624523,73.75522439,4397.125469,5206.038398,14.27211443,2019,48.665823975
ACE.MI,2749.800462,2969.178082,4737.633119,10037.90776,308.4515771,16.33866911,3479.563034,2079.200951,206.7132051,70.89441578,4490.555038,5690.564536,12.88224204,2020,3.3848761770000024
ACE.MI,2885.454323,3067.059111,5586.312897,11814.37958,339.8022825,18.94308392,4026.312897,2399.644602,189.7026283,64.5532096,4523.779976,6654.385686,12.31836,2021,12.780689311
XHR,,,,,,,,,,,,,,2009,0.0
XHR,,,,,,,,,,,,,,2010,0.0
XHR,,,,,,4.566861849,517.873,,,,,,,2011,0.0
XHR,,,1572.663,2878.708,,4.117180197,466.88,1217.977,,,,3250.304,,2012,0.0
XHR,,,1280.22,3756.658,,5.748522902,651.871,1816.644,,,,2888.156,,2013,0.0
XHR,,,1280.22,3756.658,,5.748522902,651.871,1816.644,,,,2888.156,,2014,0.0
XHR,,,1295.048,2955.751,,8.171801972,926.666,1517.266,,,1711.922133,3088.696,58.82804405,2015,-23.222418398000002
XHR,,,1094.536,3005.945,88.746,8.704828737,976.144,1727.429,,22.64802652,2075.857943,3023.76,21.74643345,2016,33.174648237
XHR,,,1077.132,2860.345,85.855,8.786144272,950.16,1629.597,,28.55654488,2304.300355,3063.564,16.8270917,2017,17.321924761000002
XHR,,,1322.593,3115.308,101.681,8.832783665,945.277,1614.905,,28.67238029,1936.019066,3319.305,18.41009558,2018,-12.387510545
XHR,,,1155.088,3170.087,193.688,9.587142261,1058.207,1823.913,100.5285355,60.59699716,2434.815059,3591.095,17.53119271,2019,29.760680573000002
XHR,,,1293.054,3263.006,55.4,10.176242,1149.087,1739.021,90.97925745,57.014051,1728.706883,3753.108,,2020,-3.4520690560000062
XHR,,,1374.48,3079.603,-163.33,3.25825353,369.776,1554.075,,59.49187047,2068.327417,3395.969,,2021,21.648657614000005
CLB,235.645,95.69,194.568,521.535,150.404,16.30546275,780.836,186.127,,,2714.528949,230.06,21.90758457,2009,73.419101575
CLB,390.537,106.408,209.112,658.166,115.6,14.90749512,695.539,279.368,,23.81165503,4000.482645,240.896,33.1326646,2010,46.363760878
CLB,350.241,280.274,147.543,650.241,146.536,16.47256483,794.653,298.355,,17.72548626,5313.109958,261.115,126.7843831,2011,31.703177747
CLB,286.548,143.195,223.075,610.873,183.407,18.75577046,907.648,177.903,,22.15213667,5100.161276,284.682,24.35085187,2012,0.9189567559999992
CLB,296.907,140.51,234.033,636.516,214.344,20.63129561,981.08,182.23,,36.05806049,8662.503271,311.479,37.9838238,2013,60.336340625999995
CLB,303.868,135.775,267.002,661.01,244.857,23.34017481,1073.508,163.323,,41.48207862,5270.490064,337.148,21.14689483,2014,-41.076543023
CLB,301.82,131.866,353.672,673.325,260.745,24.33233184,1085.222,87.573,16.11621025,50.28437435,4606.899174,367.197,28.48349115,2015,3.0072223350000025
CLB,238.547,120.758,430.987,625.258,136.065,18.58674373,797.52,-29.064,15.47696499,65.70705922,5294.93571,383.492,81.07414462,2016,17.264598583999998
CLB,186.461,104.023,216.488,573.052,66.053,13.51573162,590.232,151.354,13.6473305,65.14533283,4836.343836,379.147,63.75598713,2017,-4.766327605999999
CLB,207.427,100.576,226.989,584.812,88.449,14.63534701,647.819,144.844,22.3372895,65.67645576,2638.208811,,28.54081154,2018,-47.47654813599999
CLB,230.977,102.547,289.77,648.827,100.792,15.75855556,700.846,156.759,22.71142306,68.84663964,1671.600675,400.174,18.25344524,2019,-31.152130014999997
CLB,221.237,111.594,305.283,774.673,79.994,14.96685033,668.21,177.865,24.81596332,73.83487596,1179.554391,481.39,,2020,45.61571424400002
CLB,165.848,89.75,259.433,568.579,35.266,10.95548261,487.267,71.513,25.4990941,76.42568986,1032.721445,475.656,32.82185574,2021,21.619384962999998
WHR,6044.0,5563.0,2597.0,13532.0,418.0,248.7763158,18907.0,3006.0,47.93578572,76.26385065,5991.263157,8809.0,21.86737516,2009,101.19601725199999
WHR,7025.0,5941.0,2903.0,15094.0,328.0,226.1772487,17099.0,3664.0,44.96139606,69.25200832,6752.817071,9477.0,12.62873261,2010,20.335011125
WHR,7315.0,6149.0,2509.0,15584.0,705.48,236.6752577,18366.0,4226.0,40.7180435,64.98067988,3627.037573,9794.0,10.48449642,2011,-55.375076081
WHR,6422.0,6297.0,2491.0,15181.0,685.0,239.0012804,18666.0,4181.0,47.56170424,59.77305686,7921.619978,9248.0,16.42899124,2012,91.109899532
WHR,6827.0,6510.0,2461.0,15396.0,558.71,228.7894073,18143.0,4260.0,38.08540679,51.24199635,12312.71221,9104.0,16.51590785,2013,49.858552124
WHR,7022.0,6794.0,2463.0,15544.0,809.224,232.289604,18769.0,4924.0,39.10024155,49.13374994,15111.72,9319.0,20.58562895,2014,27.27378683
WHR,8098.0,8403.0,4347.0,20002.0,974.0,249.6482412,19872.0,4885.0,41.69934422,56.81999317,11484.41696,9940.0,17.16063721,2015,-22.240880687
WHR,6874.0,7744.0,3998.0,19010.0,986.69,262.1204517,20891.0,4743.0,40.19070374,66.41587618,13652.41261,9727.0,15.86207318,2016,29.711770714
WHR,7339.0,7662.0,4470.0,19153.0,1085.988,268.3678756,20718.0,4773.0,38.06314403,66.16264458,12118.9404,9865.0,15.90908877,2017,-3.158542454999999
WHR,7930.0,8505.0,5218.0,20038.0,1023.0,285.6586022,21253.0,4198.0,35.82126729,69.24913709,6819.190349,10858.0,,2018,-37.568200061
WHR,7898.0,9678.0,6027.0,18347.0,1018.752,313.0505952,21037.0,2291.0,33.51834076,73.17493401,9323.862953,9604.0,9.022938066,2019,43.991646266000004
WHR,7398.0,8369.0,4993.0,18881.0,1025.0,318.0529595,20419.0,3195.0,34.08573191,78.04667017,11289.08565,10666.0,12.53988843,2020,39.566003392
WHR,9129.0,8330.0,5369.0,20436.0,1174.215,307.3617694,19456.0,3885.0,27.77880373,80.09989036,14253.97209,10968.0,7.524788415,2021,16.244885501
CMS,2827.0,1863.0,6735.0,14901.0,293.0,28.83996613,6812.0,2719.0,,32.78995315,3595.644727,608.0,14.69222325,2009,50.786493247
CMS,2742.0,1954.0,6826.0,15256.0,300.0,26.07398066,6203.0,2841.0,2940.607932,33.01171495,4549.107983,506.0,14.31044432,2010,22.893840723
CMS,2759.0,2021.0,7386.0,15616.0,345.0,25.43297746,6432.0,2793.0,3128.194434,38.01961476,5598.621426,570.0,14.36639513,2011,21.991131054999997
CMS,2565.0,2338.0,7264.0,16452.0,382.0,24.68868641,6503.0,3028.0,2551.303106,45.71049725,6465.667254,783.0,18.72388793,2012,14.598242724999999
CMS,2422.0,1797.0,7514.0,17131.0,417.0,23.27997022,6253.0,3194.0,2537.789861,41.08777609,7150.021573,1080.0,17.42294075,2013,14.515099116
CMS,2526.0,1945.0,7971.0,17416.0,452.0,24.14858404,6566.0,3454.0,,43.5053921,9596.175839,1149.0,19.68169461,2014,31.112236603000003
CMS,2597.0,2014.0,8739.0,19185.0,486.0,26.14348143,7179.0,3670.0,,38.56561792,10025.89763,1106.0,19.42050672,2015,8.621973901
CMS,2320.0,2302.0,9473.0,20299.0,523.0,23.34900543,6456.0,3938.0,,45.20482723,11649.76726,1509.0,19.98242776,2016,18.794995405
CMS,2280.0,2655.0,10034.0,21622.0,563.0,22.94370742,6399.0,4253.0,3280.981403,56.485196,13342.55357,761.0,24.49228985,2017,16.627051350000002
CMS,2475.0,2784.0,10487.0,23050.0,610.0,23.44373219,6583.0,4441.0,1986.601853,51.78212126,14067.4048,765.0,20.20025306,2018,8.846876855000001
CMS,2468.0,2624.0,11777.0,24529.0,659.0,24.29480382,6873.0,4755.0,2533.739124,56.53643753,17836.66132,763.0,30.36790397,2019,27.083183554
CMS,2331.0,2704.0,13218.0,26837.0,708.0,23.29933169,6624.0,5018.0,2662.1875,54.48736483,17469.26577,943.0,26.73942103,2020,1.570983938000001
CMS,2404.0,3074.0,12391.0,29666.0,764.0,22.41704506,6418.0,5496.0,2403.929106,51.09528751,18844.81515,1085.0,25.81338963,2021,1.895386800999999
EPR.OL,,,,,,,,,,,,,,2009,0.0
EPR.OL,,,,,,,,,,,,,,2010,0.0
EPR.OL,,,,,,,,,,,,,,2011,0.0
EPR.OL,239.3068488,131.926838,292.1894661,663.2144526,,3.169114003,469.2824016,171.8748877,,,,30.95739709,,2012,0.0
EPR.OL,229.0462061,143.3740501,318.7517927,607.2531856,,4.04716497,599.3041887,160.0794554,,,,36.10767684,,2013,0.0
EPR.OL,229.0462061,143.3740501,318.7517927,607.2531856,,4.04716497,599.3041887,160.0794554,,,,36.10767684,,2014,0.0
EPR.OL,209.5269004,129.4377677,240.4677463,504.2687366,,3.753388664,555.8017934,161.2154711,,,807.1807185,40.71747859,41.25478356,2015,0.8096541170000009
EPR.OL,209.5984072,96.71734655,186.4731103,463.1327632,39.76126919,3.135812133,523.6806263,172.9074187,,,704.1981963,45.02918618,15.54062112,2016,-8.722269452
EPR.OL,251.3548686,119.7606808,190.6766238,513.6583304,49.62582178,3.453705996,576.6614565,197.7969202,,,679.5127159,55.46138706,13.86922237,2017,-3.5586910770000006
EPR.OL,270.6672353,132.2183502,200.8732789,554.2071402,50.30140717,3.881633609,649.3806507,214.9668576,4.507355733,52.34009878,443.6991778,81.92031193,9.657462528,2018,-24.264708308
EPR.OL,264.8122981,147.4567933,190.9347471,550.7005684,50.90176866,4.00729369,664.2369801,207.0830102,3.387706037,61.59226323,653.6283486,78.68070427,14.01516075,2019,52.710925627
EPR.OL,270.7279231,374.5353367,464.1356056,833.3781783,42.47693129,4.333353687,701.2709605,225.3109906,2.3857745,65.14643634,999.2399429,368.3114235,13.50265825,2020,50.431409607
EPR.OL,286.4437683,258.1342753,386.9690717,848.4858765,94.14080593,5.595483018,924.3122443,258.0594318,1.626001219,71.3027092,1337.298956,386.3480572,12.2081093,2021,19.557582690000004
IEX,480.688,219.869,554.0,2151.8,164.669,18.09367104,1489.471,1144.783,,20.72643233,2517.767592,494.918,24.46341483,2009,32.235563846
IEX,451.712,189.682,400.1,2098.157,121.504,16.47108155,1329.661,1268.104,,27.56178981,3203.360173,483.665,21.48494351,2010,29.195445499
IEX,692.758,353.668,527.895,2381.695,164.645,18.45593599,1513.073,1375.66,35.0002941,37.05263898,3096.421661,508.021,16.4543548,2011,0.48412822399999955
IEX,789.161,258.278,808.81,2836.107,214.645,22.00604479,1838.451,1513.135,30.00025565,27.42897659,3846.089536,545.349,19.09753575,2012,25.973453138
IEX,881.865,291.427,786.576,2785.39,224.067,23.36483304,1954.258,1464.998,47.3837129,32.05808674,5990.673672,570.241,89.7326853,2013,49.800129387
IEX,990.953,304.609,773.876,2887.577,255.215,24.53818085,2024.13,1572.989,43.67308424,28.98760784,6180.223638,589.021,22.17360589,2014,7.577396239
IEX,1075.791,411.968,859.345,2903.463,288.823,26.60498216,2147.767,1486.451,43.7663862,35.64046751,5862.090482,603.52,21.74653549,2015,1.170080698000001
IEX,862.684,309.597,840.794,2805.443,277.229,25.91530293,2020.668,1443.291,,40.67271879,6866.376585,634.062,24.57681004,2016,19.751685659
IEX,822.721,309.158,1015.281,3154.944,288.373,27.52863545,2113.043,1543.894,,40.3216816,10082.75148,640.651,33.85017891,2017,40.89781557
IEX,1004.043,360.975,859.046,3399.628,333.667,29.57743783,2287.312,1886.542,,42.30989424,9685.368868,676.435,24.14915633,2018,0.46928643300000417
IEX,1092.532,364.661,848.818,3473.857,419.624,32.02127303,2483.666,1994.64,17.96597046,59.58777449,13082.29712,715.326,31.22033388,2019,34.076807353999996
IEX,1261.445,357.877,849.252,3813.912,444.204,32.62841709,2494.573,2263.229,17.00098173,57.57155345,15080.59217,819.718,40.69500199,2020,18.977002081000002
IEX,1657.231,399.058,1044.442,4414.398,396.516,30.78070681,2351.646,2540.203,15.68265802,53.18659079,17967.7629,887.395,41.93148872,2021,5.7334543060000005
WCHG.DE,2046.518779,1173.313205,330.4398876,6464.964146,593.4068902,120.9365516,6007.883591,2891.209237,162.4600227,48.22833781,9127.863548,10772.84354,,2009,68.943182248
WCHG.DE,2035.303213,1048.073069,624.3199908,6502.176029,148.1728017,107.1811559,5324.54332,2756.542404,184.9955437,42.08781147,9045.805302,11855.06499,18.19899613,2010,17.360491179
WCHG.DE,2613.336901,1327.67039,707.9125142,7358.972644,682.1246368,127.8624796,6351.949702,3240.050833,157.6182357,55.81898399,4195.83701,12118.38673,5.833150314,2011,-57.715358834
WCHG.DE,2900.970874,1451.521036,1006.990291,8122.200647,461.8024177,127.9359327,6355.598706,3076.634304,382.3957545,53.54046482,3439.180877,,52.58614298,2012,-13.965547083
WCHG.DE,2582.330589,1532.219759,1567.183872,8566.603335,143.0695656,123.0985884,6115.289213,2774.831117,402.8239355,56.32644402,5786.254953,13840.64281,293.6148451,2013,59.650851208
WCHG.DE,2673.804877,1455.040273,1535.860571,8703.851335,3.532896704,123.9226129,6156.225087,2994.74943,405.1168796,51.387093,5772.262752,14650.6034,22.63849763,2014,15.155829033
WCHG.DE,2532.026855,1409.181637,1480.795984,8404.040404,230.6812908,117.5270172,5838.504809,2325.530757,457.4805173,53.13018046,4418.436669,14313.79665,17.13857439,2015,-9.254596322999998
WCHG.DE,2138.986327,1257.154027,1128.680184,7889.141082,279.1892534,115.7791673,5751.675156,2789.066148,482.9901576,55.16685867,5419.769249,14058.92638,32.03300193,2016,31.522539005000002
WCHG.DE,2294.470143,1551.408747,1079.583684,7844.407065,192.9454326,98.07063853,4871.95122,2501.471825,588.0626364,53.18681469,10147.61306,14158.64172,40.06847708,2017,56.274393903
WCHG.DE,2546.274637,1022.180636,795.695829,8200.117561,306.2473979,118.9073881,5907.07885,3741.797723,481.6262285,65.16429065,4717.668264,11934.35779,14.48407576,2018,-58.426114213
WCHG.DE,2586.475823,1033.122305,804.3169098,8164.395816,279.5955465,114.9434195,5710.156895,3540.691807,483.8721778,67.3005118,3949.839731,12053.74346,24.85366687,2019,-5.887096877000001
WCHG.DE,2632.109948,843.3289241,1069.658992,7276.416385,-708.1459931,111.1930012,5523.843688,2204.896532,528.6178114,67.36540552,7486.18788,12252.20277,,2020,68.73246716
WCHG.DE,4371.030777,1009.159746,1498.90083,8488.641915,226.3970324,115.3545563,5730.581339,1984.855887,499.7748919,76.43180266,7771.278319,13153.27308,16.24254213,2021,38.267329896
SAGAa.ST,42.22520965,36.14365278,602.765508,836.5149478,-6.174261623,2.593055952,63.6706997,161.5005441,,,92.69212797,0.192049165,,2009,101.15878889999999
SAGAa.ST,50.69690791,42.45691461,701.2373956,966.0344683,,3.227976656,79.64861317,193.0113684,,,174.7195966,,1.226549814,2010,71.621119855
SAGAa.ST,86.58976423,92.10408656,838.4750663,1253.390563,,3.74460951,99.5558735,328.7728397,,,173.2870044,,0.764517725,2011,1.401849531
SAGAa.ST,59.81590639,83.77130579,949.9404745,1390.139087,37.22407876,4.202647563,113.9986643,322.7445629,,,262.4469406,,0.775508708,2012,16.066314642
SAGAa.ST,68.93792509,86.78792355,962.0533653,1552.334349,59.12575955,4.725216005,126.7965408,429.938756,,,843.2990183,0.769396485,3.585302425,2013,41.548192511
SAGAa.ST,33.09149098,74.88309227,1085.183401,1815.060512,120.2972596,0.463555274,142.7750245,578.4019762,,,1153.948638,0.776795563,15.67441775,2014,55.12139493012954
SAGAa.ST,24.11647745,65.55063819,1086.780835,1844.782246,88.82177382,0.442021107,140.209095,582.9003913,,,1564.754802,0.641395677,9.832547947,2015,67.58114938199999
SAGAa.ST,42.97638075,111.2886995,1243.000059,2112.472622,113.3134328,0.481248027,152.8443734,708.1039484,,,1685.924349,0.710353401,7.652642347,2016,32.446343659
SAGAa.ST,86.5201972,240.455878,1372.025868,2536.754614,126.572327,0.531309693,171.6130307,956.2238545,,,2204.437834,,5.857901949,2017,14.804095885999999
SAGAa.ST,99.24771694,284.2093712,1660.143629,3321.262665,,0.56547994,228.0015119,1384.590999,,,2765.966046,2.072741017,10.54555198,2018,44.274697385
SAGAa.ST,153.8565813,295.9649361,1771.609959,3805.747594,175.5712003,0.525744553,253.82947,1741.448647,48.60912115,30.38573803,5144.189911,1.242600877,19.52537878,2019,68.384026229
SAGAa.ST,98.3764153,239.5855586,1862.529374,4289.040803,203.0441085,0.64913811,275.6889554,2056.932279,26.90927439,32.61939419,7167.948357,1.815851314,19.88181823,2020,27.701439182
SAGAa.ST,145.2256902,372.4984175,2461.654575,5675.366412,266.8415405,0.808938117,352.777913,2733.11584,11.791772,39.10364649,11272.8916,4.138871305,18.09333294,2021,56.047313732
AMG.AS,694.98,494.127,232.033,1130.024,55.0,46.50584902,1280.12,254.696,,,339.1565243,611.766,,2009,68.09016517500001
AMG.AS,493.494,271.629,203.796,810.978,-75.642,32.29392055,867.447,212.63,,,332.2320668,450.888,,2010,7.458118185
AMG.AS,518.747,292.025,237.089,855.075,2.414,36.7967531,990.495,222.054,,,270.5883832,479.763,8.511868372,2011,-4.338080107999995
AMG.AS,530.517,308.07,268.621,898.564,37.1,48.80827855,1351.306,184.428,,,235.5132648,523.88,,2012,-11.30783507
AMG.AS,544.069,291.057,315.844,948.77,21.347,44.12668796,1215.602,168.445,,,292.6403686,583.314,,2013,20.833505069999998
AMG.AS,469.824,273.479,263.58,832.216,23.711,42.03810284,1158.444,132.353,,,225.8437922,596.094,20.13337773,2014,-13.128507845
AMG.AS,440.345,280.906,195.878,778.419,34.191,39.63365942,1093.889,98.152,,,270.6828958,570.588,14.05610308,2015,35.735312777
AMG.AS,407.736,249.199,126.743,722.682,18.798,35.3499385,977.143,128.561,,,438.9936426,529.481,14.37783258,2016,64.684644813
AMG.AS,469.311,280.106,168.08,820.312,36.748,34.71857572,971.148,175.714,,,1503.815681,554.786,29.29412013,2017,113.555409147
AMG.AS,527.601,305.247,189.108,956.603,63.253,33.41271993,1059.651,257.956,314.8155215,49.86380574,988.3741672,665.403,12.93886721,2018,-27.722641109999998
AMG.AS,881.718,420.703,381.444,1320.936,100.001,41.14192414,1310.288,319.924,454.463385,60.15162304,767.2546107,709.409,,2019,-14.066000650000003
AMG.AS,593.955,354.491,749.454,1471.956,50.426,40.40559559,1188.571,160.513,491.381003,69.3636944,937.0385224,837.362,,2020,37.788516052999995
AMG.AS,538.936,342.497,756.096,1438.986,-41.692,32.96106363,937.116,115.48,392.6087642,73.32557929,1041.27429,1010.251,187.4603808,2021,18.373469577
STAB.DE,,,,,,,,,,,,,,2009,0.0
STAB.DE,,,,,,,,,,,,,,2010,0.0
STAB.DE,,,,,,,,,,,,,,2011,0.0
STAB.DE,217.5240765,106.0110835,367.0502617,682.1969064,,27.51661108,570.2338858,71.25223407,,,,220.4852584,,2012,0.0
STAB.DE,216.7615596,118.8672356,440.0673492,796.9490013,,30.02616885,622.2401039,108.4105324,,,,,,2013,0.0
STAB.DE,213.7299482,114.2920298,333.2588102,657.1959075,54.70576531,34.17326657,640.8147025,96.10963749,,,641.9967169,261.845396,58.46658561,2014,9.959453689919709
STAB.DE,205.1488092,129.8367178,297.4283894,606.0093655,40.865542,32.96585181,683.1599182,85.70358863,,,873.2077979,273.9810231,47.13786189,2015,47.045708833999996
STAB.DE,298.4367976,170.9060056,453.6995415,1053.461296,74.43326541,38.24906637,828.8018071,295.331745,,,1325.365854,338.5361413,22.94035687,2016,30.769326979000002
STAB.DE,333.3416017,192.2879754,382.8065202,1098.505788,117.0564583,43.51848929,1074.906686,397.2797071,,,2220.780701,376.2071817,23.31687619,2017,42.033672938
STAB.DE,456.465112,198.9471485,362.2981648,1276.003807,140.3272399,45.23686539,1117.350575,569.0679884,,,1549.346431,,12.84883353,2018,-25.045749332000003
STAB.DE,428.5429381,186.7774629,340.1362249,1197.950087,109.7549117,41.9744431,1036.768745,534.2578466,16.78712654,37.25307701,1677.365357,429.6000436,18.56193228,2019,20.795132001999995
STAB.DE,475.0700149,220.8193206,424.6065691,1269.725448,83.5334903,39.00262886,963.3649328,540.9918091,15.55022983,44.4236519,1752.268424,520.2990426,45.34096088,2020,12.410794094999996
STAB.DE,575.4713485,224.0839394,384.3204243,1351.078195,98.62458998,43.96426924,1085.91745,624.5078056,,48.15727903,1805.318402,541.8643165,21.7091545,2021,6.880349504
INFN.O,373.202,83.5,0.0,507.067,-8.658,5.347849374,519.212,405.463,,,856.842,93.064,,2009,9.566726472999997
INFN.O,408.228,101.341,0.0,491.945,-45.395,3.237744585,309.101,368.507,,,1045.724866,106.826,,2010,44.538667374
INFN.O,461.595,120.082,0.0,551.525,22.38,4.571865566,454.352,410.749,,,670.7137026,129.856,,2011,-40.973411382
INFN.O,383.231,119.465,0.0,531.704,-31.716,3.840171864,404.877,387.803,,,651.679553,170.809,,2012,-1.0054344069999965
INFN.O,429.497,144.047,0.0,528.17,-43.511,3.959192335,438.437,356.136,,,1172.49486,197.569,,2013,64.053610984
INFN.O,539.07,140.949,109.164,700.926,4.021,4.633783266,544.122,417.81,,,1857.0752,219.724,,2014,48.871625885541576
INFN.O,651.855,174.331,116.894,818.016,49.783,5.196429821,668.079,481.907,15.98260544,57.26055142,2533.301409,242.364,53.42768686,2015,28.00586163
INFN.O,665.115,237.043,123.327,1224.181,111.978,6.19339112,886.714,762.151,18.24889241,55.29011468,1227.427436,294.716,50.72593655,2016,-64.25743797700001
INFN.O,730.423,216.533,133.586,1198.583,49.39,6.085328242,870.135,762.328,14.40588385,58.89432708,945.2413343,339.84,,2017,-19.243592217
INFN.O,647.937,374.676,144.928,1117.67,-80.008,5.009122385,740.739,665.365,41.08129394,58.63676848,698.1970367,385.894,,2018,-19.824153432999992
INFN.O,957.097,502.867,465.185,1801.27,-59.075,5.980291351,943.379,703.821,15.40729791,59.27653327,1435.572604,630.251,,2019,90.7046317620233
INFN.O,942.831,715.319,359.125,1628.338,-107.295,7.25687771,1298.865,386.535,16.70040337,58.56554336,2023.371881,558.079,,2020,49.819117288
INFN.O,1061.873,633.886,550.462,1732.497,-36.137,7.20234199,1355.596,426.284,14.33122136,62.2988796,2021.452355,603.24,,2021,-21.280914377
